sequence_id,Pos_x,Pos_y,Pos_z,RotE_x,RotE_y,RotE_z,RotQ_x,RotQ_y,RotQ_z,RotQ_w
3973d40c-a153-4174-9bd3-8f3be92fd5cd,-77.36352,11.295043,-467.423279,3.61538363,357.209442,224.1287,-0.09358577,0.502862,0.04730902,0.8579822
1e083abc-e2bd-412b-8854-c4ebf53255c8,-77.40013,11.28641,-467.42865,352.6392,1.69780421,270.804932,0.000312017,-0.435391,0.07957904,-0.8967172
6cb6e15c-89af-4ab3-a567-332c5f96d856,-77.43701,11.2785673,-467.43396,358.124023,355.300568,322.622742,-0.01742831,-0.4501686,0.03316213,-0.8921574
36137b23-0fde-4b93-890f-a604d89c06dd,-77.47365,11.2705755,-467.4392,354.2658,343.053284,20.9294758,-0.1095201,0.4808694,-0.01013624,0.8698662
be7906ee-4db2-4bd9-9196-1a2a74d5ada7,-77.51009,11.262495,-467.444458,356.1464,342.60318,73.34987,0.01030228,-0.4878645,0.04545603,-0.8716741
8fff6e84-daf8-4cf2-b9dc-2f685eef49d9,-77.54608,11.2542992,-467.449646,356.11142,356.9167,132.1852,-0.08616701,0.4408916,-0.02835725,0.8929645
076ce84d-2d08-49f8-a2d0-fafef070d722,-77.5818,11.245945,-467.454834,354.747375,343.486633,185.381668,0.06135402,0.3979313,0.0414973,0.9144202
8f07cff5-8b87-4e6f-a622-dbbf159a6cc6,-77.61757,11.2375364,-467.46,1.82375574,358.146942,226.554871,0.03619593,0.4820104,0.04142315,0.8744369
99f7fb8c-ab29-4c48-a456-227d188ff15b,-77.6534,11.2287331,-467.4652,352.853455,350.08667,295.563477,0.04849944,-0.4029776,-0.03586584,-0.9132199
115caa37-9a21-4205-a1af-458b4543cd34,-77.68921,11.2198219,-467.4705,2.10649657,358.343231,339.58313,-0.01153932,-0.5051363,-0.07016004,-0.8601056
5916d64e-aece-4f7a-83b9-7974832d3c5c,-77.72512,11.2109461,-467.475739,4.71844149,358.52124,29.1688423,0.05112029,0.4917997,0.06716549,0.8666075
81dd31a5-926c-45fa-b415-c69c18b15e30,-77.76099,11.2021112,-467.481049,2.0473175,355.702545,85.45175,0.09918233,0.4570521,-0.003493246,0.8838858
ced51f34-42e2-4402-9d22-4ff938593648,-77.79685,11.1932545,-467.4864,2.14911723,343.0974,148.291672,-0.01772169,-0.4852623,0.07701665,-0.8707898
6cba3f2d-8c4f-416b-9cee-7f70c91a5b1b,-77.83284,11.1843739,-467.49173,357.515533,352.4251,193.501282,-0.0290034,-0.5469599,0.04847959,-0.8352505
32df9515-5d34-4d73-8087-84d6039ec5ef,-77.86883,11.1754589,-467.49704,7.228455,351.8442,245.357285,-0.03733181,0.4341897,-0.04278281,0.8990301
6236a8d8-6d4e-48a8-91b5-082fa65923a5,-77.90483,11.1665344,-467.50238,0.670558035,350.948,295.648163,0.01179099,-0.5487314,0.04579886,-0.83466
dd72cf4e-bc69-41a5-9b7c-a00cdcbed7c2,-77.9407654,11.1576509,-467.5077,12.7607069,342.68,5.642511,0.0336884,0.5202791,-0.01743953,0.8531533
7a4e2d25-7ddd-4645-a912-82a27ecbb19a,-77.97672,11.1487408,-467.5131,1.45542419,357.1369,56.53997,-0.09820617,-0.4833565,0.08491153,-0.8657436
e46afb4b-bc60-4413-a52c-4b4860f8d642,-78.01272,11.139904,-467.5184,4.236851,348.079071,99.80325,-0.05484824,0.4817093,-0.06671575,0.8720647
ef70825f-5a4c-4ef3-bc16-a59a572e7581,-78.048645,11.1310568,-467.523773,5.83913231,350.726776,149.544388,0.08963028,0.4702237,0.01008057,0.8779263
439a9f8c-f025-47f6-b63b-0f155c775632,-78.08461,11.12216,-467.529053,353.15976,342.688,208.38765,-0.09054777,-0.5014913,0.137903,-0.8492882
d430b58e-a4b3-41fc-8da2-e85b245eb13b,-78.12068,11.1139088,-467.53418,4.874989,356.782471,261.800171,0.1546294,0.4475209,-0.006547321,0.8807791
d50e5b90-3537-41c6-8846-81ed42c2b647,-78.1563,11.1064186,-467.539337,359.108643,1.72618961,308.561279,0.1318622,0.4049228,-0.01868497,0.9045997
78d69f31-00fe-4170-9d4b-8af16cdb5141,-78.19175,11.0989094,-467.5444,10.9471025,357.429657,8.883344,0.01131102,0.5352601,-0.00319852,0.8446055
a08aa912-a693-40f8-9f17-612745867aab,-78.22703,11.0913792,-467.5495,355.404083,353.453064,60.0285339,0.1685979,0.4674885,-0.003998719,0.8677634
e2784b26-a4d3-42e4-89f8-acc4c846b029,-78.26188,11.0817757,-467.554749,357.432983,355.2319,113.876244,-0.03542428,-0.4043499,0.0455745,-0.9127811
8380ff97-d8d8-4502-85f6-ba624661e527,-78.29795,11.0757971,-467.559662,354.925079,358.1361,173.832443,-0.04881567,-0.4028578,0.02215326,-0.9136913
1e220826-4753-480c-a286-8bc4e76a90c2,-78.33335,11.0680666,-467.564728,5.912032,346.2692,221.262177,0.1326791,0.4646973,-0.005613893,0.8754549
f62dcab8-0bd4-409b-bfd6-20a4f569c25e,-78.3691,11.0612421,-467.5697,353.5623,349.529572,269.701416,-0.02353875,-0.5375757,0.06421927,-0.8404369
bfd0098b-d4a3-4d06-9a0b-5341576f10c3,-78.40386,11.051815,-467.575043,358.759949,352.3367,321.262543,0.1971565,0.4140711,-0.01496071,0.8885103
aae42898-9c8f-44eb-8f25-1669384beb60,-78.43899,11.043644,-467.580231,4.72582,357.658081,20.85952,0.05000803,0.4198766,-0.02253893,0.9059221
33578b3c-3a8c-4403-b88f-da5ab19a8d31,-78.47489,11.03773,-467.5851,359.575043,2.255667,71.37532,-0.08309364,-0.4561759,0.05857324,-0.8840635
522990bb-1d46-44cd-a0ec-0bbb72571261,-78.50279,11.0303383,-467.5892,358.708862,344.861633,109.0455,-0.1174976,-0.5366855,0.1515173,-0.821709
742ad921-552c-4eeb-b93c-de3100994a56,-78.54118,11.0282774,-467.593781,359.5684,356.259857,164.110458,0.2116517,0.3987852,-0.02621132,0.8919007
e0cad505-d3da-4453-be37-cc190fb1376c,-78.5768,11.019948,-467.598938,357.4305,355.314636,207.203384,0.1330654,0.4487879,-0.03672001,0.8829126
508fa5b1-8feb-4f5c-8388-40e4a8ea2c14,-78.61196,11.0114832,-467.603973,356.336548,348.7256,271.802856,0.1780347,0.4970874,0.01929649,0.8490202
82fcc7f6-893c-421e-8416-cc37caa3c396,-78.64702,11.0030975,-467.6091,3.36871958,346.566284,329.254517,0.09681226,0.373404,0.2092477,0.8985612
722b7140-ca01-43e2-8fcf-5fd9caf785cb,-78.68214,10.9946489,-467.614258,357.578369,352.4733,4.57881927,0.3054602,-0.7215651,0.4297962,0.4486792
e69e46fb-17b8-46e5-b548-fc22f8f16e35,-78.71739,10.9863386,-467.619415,3.21744919,345.731934,71.25564,0.1168035,0.8758097,-0.3795267,-0.2743607
c6241f93-aacb-49d2-8723-40113544b9be,-78.75275,10.9780216,-467.6245,6.79255,343.68576,114.233566,0.3169431,-0.2532387,-0.1295744,-0.9047804
b58fb099-6a6b-41b6-88e2-790f4d261d2e,-386.5502,11.0567894,-671.3929,341.9913,56.7371979,0,0.4745876,0.2239783,-0.04303285,0.8501462
5cf6fa19-f9e1-4dec-a738-6845280314cd,-380.23114,13.4594049,-667.2478,350.8131,51.1054268,4.78479528,0.3925788,-0.1129491,0.4496498,0.7943169
befaffc3-016d-4787-9c23-9f55e4b9927b,-373.912048,15.7639694,-663.1027,345.335968,52.3984528,357.510284,0.1985065,-0.2357498,0.7490045,0.5865231
5da187df-ea27-4206-9cf2-88f0cb69c369,-367.592926,17.9704781,-658.9576,338.660217,49.2191,355.383636,0.2087311,-0.2865328,0.8748485,0.3301066
b337d39b-601c-4f38-ab8b-a62b53054b51,-361.273743,20.0789337,-654.812439,341.750519,65.2359,3.0559113,0.01225294,-0.1994995,0.9721233,-0.1225811
9586ddf8-7a50-468e-9ec9-b3f7ac8c5bed,-354.954559,22.0893326,-650.6673,349.2032,64.9834,1.17226934,0.1467499,0.1232014,-0.8734161,0.4476942
6bc3e6f0-3843-4a82-a583-aab6debcf415,-348.6353,24.0016727,-646.5221,352.385071,53.6958275,354.8957,0.08133451,-0.09947288,-0.576079,0.8072317
f22c33ef-bb0c-499f-991b-13ec6d69d89f,-342.31604,25.8159561,-642.3769,342.1035,55.2089958,350.360352,0.06226386,0.007639242,-0.1302865,0.9894899
d8b7e794-14dd-41e3-95a5-5f63fff0e560,-335.9967,27.5321789,-638.2316,355.565277,52.286747,7.481376,-0.00029381,0.1505894,-0.3229051,-0.9343742
ce1fdc6a-d24d-428f-9d20-e59c85bee646,-329.677338,29.15034,-634.086365,338.4283,58.78448,0.219585344,-0.0811867,-0.01466034,0.6554558,0.7507139
0f54fd33-21af-4a71-b97e-dbfb254079ae,-323.357941,30.670435,-629.9411,350.278473,61.7738037,1.62637877,-0.1391974,0.03303175,0.9452912,0.2931851
59b6428b-cbdb-4cc2-a329-4a3e833910c2,-317.038483,32.0924644,-625.7958,356.5328,60.33394,359.1862,-0.03814828,0.05424535,0.9955249,-0.0673226
18177ccf-79ee-431b-b89d-cbba0c17f705,-310.719,33.4164276,-621.6504,353.9266,54.0377846,358.2079,-0.037862,-0.04297161,-0.7959462,0.6026521
1a4c07ab-1056-4121-b76e-013e298fa829,-304.399445,34.64232,-617.505,342.180267,59.9918938,0.339069784,0.06742242,0.004126931,-0.464975,0.8827431
9aaf2a8a-90ee-4cf3-b930-a8a1f34540aa,-298.079834,35.7701378,-613.359558,356.864868,57.64424,7.962236,0.04690132,-0.1498106,-0.07444536,0.9847918
6b4d7800-9b19-4aa5-a13c-d3faa1198a7f,-291.7602,36.7998848,-609.2141,359.3793,47.2721863,9.123977,-0.03709985,-0.06804429,0.3831317,0.9204367
86408553-b5ee-4f69-817d-4a533541696b,-285.440521,37.73156,-605.068665,347.9849,60.8287849,359.2419,-0.06800535,-0.04112685,0.8024481,0.5914057
64cf3db9-36ad-4b92-8e0b-3f64c8d05d3f,-279.120758,38.5651474,-600.9231,3.941414,51.5127068,351.7594,0.1179455,0.07950974,-0.9811378,-0.1309038
9a0356ac-15a9-40e7-8209-6ec2fbbee290,-272.800964,39.30066,-596.7776,3.49461222,53.4734077,357.503326,0.01614008,0.09106018,0.9391108,-0.3309355
59879d21-288b-4dad-b193-f4ebe0998421,-266.48114,39.9380836,-592.631958,349.584381,58.52384,352.817841,0.1618315,-0.06053425,-0.7186931,0.673518
263abcac-cbbb-493b-8010-91612db42d63,-260.161224,40.4774323,-588.4864,1.51234388,58.4026451,354.875,0.0226173,-0.03806098,-0.378462,0.9245573
4cbad25b-b82f-4816-95f8-bdf6ce7e52c0,-253.841248,40.9186859,-584.3407,352.59494,53.0300941,352.6639,-0.09275472,-0.154637,0.00490262,0.9835954
94fda953-df37-4876-8fa3-a6e7a252d8f5,-247.521179,41.2618523,-580.195,4.54146576,47.32016,7.18734741,-0.0301867,0.04001979,-0.4582312,-0.8874183
26d50204-4cf3-41ff-8c56-b956d22cd637,-241.201035,41.5069237,-576.0493,1.3390857,57.8012962,6.16354656,0.03607022,0.07567807,-0.8822648,-0.4632285
