,sequence_id,Pos_x,Pos_y,Pos_z,RotE_x,RotE_y,RotE_z,RotQ_x,RotQ_y,RotQ_z,RotQ_w
63,3ce56167-e1c0-40a2-94af-b443da477911,0.01077652,-0.048841476,202.1313629,162.6977134,-58.69114742,-179.6606099,0.07116355,0.861976802,0.129680678,-0.484886348
64,f1c1931d-cd9c-44de-a6e0-67978cb01910,0.029262543,-0.004871368,201.6960297,159.5427463,-58.61950475,175.5030947,0.120529003,0.854056358,0.17362541,-0.475304902
65,d3efc6d3-e870-4d97-8bb9-73272226d36a,-0.024520874,-0.043214798,201.3491211,-156.512143,-73.96433339,137.2248632,0.171202838,0.772893012,0.063389927,-0.607706904
66,0ecc09ef-96fe-4044-9c35-9f9595687948,0.013664246,-0.047914505,201.2589722,179.7349119,-60.03035593,160.5277875,0.147571728,0.853223562,0.086568065,-0.492684573
67,11d46ba0-1bbd-4cf7-a326-ad2f5341cc39,0.022975922,0.026119232,200.048172,156.9248279,-67.53596536,173.2233323,0.159117237,0.806503475,0.19816488,-0.533820987
68,de902e3d-3d00-4e57-b0d7-50a9c5a247d7,0.044326782,0.033740997,199.6072998,172.3089261,-64.00542758,154.0949848,0.224289134,0.816618681,0.173946604,-0.50256443
69,1a54fe46-a63f-4b6a-8d85-6fd19215a81a,0.017421722,0.026414871,199.2500458,152.8259923,-70.00367322,177.9036169,0.14929451,0.793611407,0.202599511,-0.553936541
70,a48e15c8-8a53-4778-ac7c-fb7c9fdab3a6,0.012477875,0.033117294,198.8803253,-156.5928518,-75.90117927,124.7694551,0.247378647,0.742009521,0.137405068,-0.607738197
71,780e8598-ee2d-45a7-8e46-6fcd170dc1a3,-0.018192291,-0.047142029,198.4707947,-166.6573282,-74.09501632,149.0081193,0.144346446,0.782615423,0.070521899,-0.601418138
72,614d2d12-01f5-4faf-91c5-190f50835090,0.018299103,-0.041671753,198.0046692,163.6934523,-60.02577969,178.9160593,0.07904321,0.856451094,0.127483279,-0.493955195
73,cbbca706-0733-4fca-bac1-1df319772753,0.010284424,-0.004037857,197.6708679,162.3316877,-68.67747149,173.8139745,0.13052775,0.810058832,0.156699985,-0.549738467
74,0ad0cb07-6a08-49ba-a104-1c580df3c31a,0.008956909,-0.007574081,197.2950134,-174.0179746,-69.78783585,149.310677,0.18796742,0.7977947,0.109902315,-0.562239707
75,f06c74bc-c10f-4f7c-99ed-eb54f49d48ba,0.005115509,-0.057813644,196.8933105,-166.3050433,-63.94166266,148.882631,0.165101409,0.828335762,0.043572918,-0.533575535
76,9381ab9d-d30e-42a8-aeb3-edab5fdd801c,0.028125763,0.051277161,196.6009216,-148.2023273,-74.51915542,113.3091701,0.282212496,0.730605364,0.137928694,-0.60625726
77,bcf303f8-0e14-4781-9fa0-0f77626d5f12,0.014541626,-0.062444687,195.7975159,-179.5447802,-62.00443318,164.413565,0.114199579,0.84950155,0.066468641,-0.510771751
78,7a867105-8f0c-4c2f-919a-a62cdb7fc3f8,-0.001125336,-0.014177322,195.5259552,178.23149,-75.00795358,160.0196312,0.146859929,0.779559553,0.117661767,-0.597390056
79,3263de37-0ac1-4a24-a688-9e818c2a8119,0.057102203,0.043369293,195.119751,147.3490176,-59.22620575,-177.9322104,0.123822704,0.836699307,0.235781312,-0.47854948
80,58d21c2d-b061-476e-a259-e8cf12c6a15f,-0.013473511,-0.039085388,194.8647308,154.275125,-76.81779816,-170.68866,0.075838558,0.772639453,0.1247003,-0.617840409
81,f246bd31-f625-4d17-aa50-c913f31a59e7,-0.006458282,-0.044996262,194.5033264,-151.8499934,-71.06120009,134.1508156,0.177310541,0.782077312,0.037288994,-0.596259713
82,ab519725-c09d-452e-9bc8-cd1e4c186fe0,0.003101349,0.001756668,194.2067261,161.8449396,-77.52633641,174.8353084,0.1333718,0.764742553,0.150751278,-0.612090766
83,c701427e-7649-4ee5-952d-5e67b84ed70b,0.001926422,-0.064823151,193.8237915,160.4503564,-66.535887,-171.9324434,0.034938782,0.828486383,0.103573218,-0.549237967
84,19eb12f4-7f4b-458a-82d3-063fd7ad7abb,-0.003852844,-0.012262344,193.5827332,-137.7977554,-76.42146468,116.0129899,0.199524507,0.73969537,0.06583827,-0.6393013
85,dac02acd-5165-47a5-8243-1e5fa31c5497,0.034538269,0.036077499,193.22229,171.4344171,-71.5294405,158.5595582,0.19339937,0.78691715,0.167952403,-0.561382473
86,829a2f6a-2406-4d1e-ba8b-6c0d82b25731,0.034152985,0.017597198,192.5997162,179.8239095,-68.26601905,152.8234406,0.195309192,0.804364562,0.133066639,-0.545110345
87,a1711243-0866-4101-acd9-031a225b75c1,0.037876129,0.033815384,192.3202209,-166.5080105,-69.82833966,135.7847543,0.244182691,0.779765129,0.124667719,-0.562849283
88,99d32890-9ba2-420f-8f3b-5b9382a3ef17,0.027412415,0.03922081,192.359375,146.7217234,-74.14312782,-175.408024,0.141846195,0.77077502,0.205146268,-0.586259842
89,6ce29081-fb5a-44a9-8a78-f4b10b699a6d,0.025993347,0.03276825,191.7872009,-162.7023354,-75.40281825,133.7727583,0.222480506,0.755522549,0.12790665,-0.60276711
90,7e8560e7-aec1-46be-83c1-5db9b93cdefc,0.012962341,0.016740799,191.5337982,-174.6582939,-79.54802363,149.6127874,0.172440439,0.748716354,0.132925063,-0.626114428
91,c9edf424-57c1-4d3a-9a9c-4ea50e4d82a0,0.03042984,0.045657158,190.9928894,-160.2929032,-77.73152038,129.9094106,0.227466717,0.740460992,0.141006291,-0.616517544
92,dcbe3387-5c5f-4263-8fd5-a2c76ed0910f,0.011825562,-0.049402237,190.931366,-164.5112701,-67.55197633,148.9521789,0.148255587,0.813639581,0.039513674,-0.560758352
93,8863037d-0ae8-4f9e-bf50-937129d3cbbf,0.036125183,0.035116196,190.6975708,-168.1515056,-72.09447635,138.8414111,0.225823507,0.774243355,0.127612084,-0.577292204
94,8f08dc1c-0332-47b3-905e-f7f66849d7be,0.019851685,0.001158714,189.960495,-174.4437523,-73.11171122,152.2417992,0.164433435,0.785832465,0.104905657,-0.586876512
95,574976cc-0a6b-4be8-b59f-448f2f537629,0.037582397,0.03217411,189.7161102,-167.4767472,-71.3298149,139.2003842,0.221898675,0.779110372,0.118964173,-0.574104249
96,eda42d5b-7040-4abd-a9c0-841b5eab1951,0.011657715,-0.009839058,189.7395477,149.4038823,-73.2180441,-167.8555811,0.074554041,0.786579907,0.149754792,-0.59439671
97,e3cf4d72-b7c7-4bfa-aafb-9e2440161150,0.031723022,0.025038719,189.2695923,175.9548484,-73.10173841,158.537179,0.170141637,0.784873486,0.138679147,-0.579477012
98,78dbc119-1cbe-4b80-9faa-64373c079cf9,0.010543823,-0.051825523,189.03685,-157.4932508,-69.20554744,143.6629204,0.146425515,0.8015908,0.021049425,-0.579282939
99,f6f164f1-4643-4378-b792-9585bc0738cd,0.025138855,0.029191971,188.8695831,-155.8065101,-77.17463666,129.7928897,0.205899701,0.747560561,0.110401437,-0.621747613
100,5fb870ac-663e-4ffa-aea0-d6669460d3db,-0.005012512,-0.048843384,188.6843262,169.0154769,-81.70792434,179.1552916,0.068156242,0.752425015,0.077191845,-0.650578976
101,26a25bb0-a238-4c53-9474-5f16f214987d,0.029685974,0.052532196,188.5091705,-123.7872103,-82.92635775,94.90213373,0.217181519,0.697906375,0.134864181,-0.669007182
102,93bdad7d-4c1f-492e-ab07-6300eb2bb46d,-0.004432678,-0.060530663,188.0885925,147.8070427,-79.12139373,-156.9059273,0.024736006,0.761081338,0.086933374,-0.642328501
103,b0081a62-57bc-41a9-b63b-6cf74a97ee94,0.013153076,-0.032600403,187.8569946,163.1186302,-72.58579279,-176.7160906,0.0640039,0.799433589,0.101484023,-0.588651478
104,cadddab9-08ba-487d-b4f7-cd46af8d266a,0.003044128,-0.022257805,187.7369995,-173.6038663,-82.81506964,158.1706531,0.105562434,0.742296159,0.08395572,-0.65635711
105,d6b39a50-d522-4a21-bf66-3ea9f933802f,0.024795532,0.032463074,187.3856964,139.8201849,-78.73813042,-163.4956145,0.111418352,0.74979353,0.177293986,-0.627664268
106,ebfdb8c8-62ff-44e0-a972-f96f4aa1dca7,-0.001907349,-0.036480904,187.2625122,-108.3239925,-82.33996458,95.68651042,0.12384928,0.711065888,0.031450633,-0.691417098
107,4eacd1b5-faf1-46b0-9193-54dfb8dd5a8a,0.030609131,0.052221298,187.0977936,-109.5220386,-79.16798818,82.08901115,0.233318329,0.690625072,0.10052038,-0.67712301
108,411b1d30-3c11-4591-a587-3bf292769254,0.020294189,-0.018368721,186.861557,176.3745396,-72.88393684,168.0853918,0.102139555,0.797763884,0.086929575,-0.587863624
109,e1cd3438-033c-4f3f-8768-69e24ea5df4a,0.011650085,-0.033946991,186.7328491,172.4704967,-75.57808224,175.0727253,0.074093208,0.786108613,0.078124031,-0.608638048
110,9acf7112-09e7-4b45-aceb-ee9fdfd832b7,0.013595581,0.006160736,186.6417389,-135.7764937,-80.94178494,116.6433951,0.162201852,0.728081346,0.072096705,-0.662110329
111,b2a12061-02b9-49cb-8b34-10eba1e5fccd,-0.00302887,-0.051987171,186.5534973,81.2156422,-84.74168685,-90.28133947,0.023477595,0.70174849,0.088170953,-0.706557751
112,9c0e5c0b-fe92-4450-bb8e-e5e72c3658fb,0.007507324,-0.055475235,186.2124023,164.0980916,-76.35154721,-172.0023432,0.030993657,0.782628,0.065787531,-0.618227303
113,14a924e5-8282-414e-a4fe-7f41f75d0bef,0.005012512,-0.060826302,186.1040649,166.4377819,-78.09512734,-173.3932796,0.029822575,0.774195254,0.055502363,-0.629803061
114,36f0a5f0-3ede-464c-90ec-6e9670aecc58,0.012771606,-0.013861656,185.9995728,-166.7980785,-79.42534347,151.9335127,0.114040598,0.759162664,0.068115674,-0.637202501
115,72f28df8-f455-4a91-8ab2-92389e5b04f1,0.035011292,0.054829121,185.8097229,164.0477542,-82.34205325,170.4699444,0.152957037,0.735301137,0.158247024,-0.641010404
116,9873e8cf-3f1a-43ea-98f6-c093bc4d600f,0.011817932,0.000884533,185.7386475,-152.3648819,-86.09669775,136.1000155,0.114045955,0.719129384,0.085894957,-0.680050433
117,780d7daa-b0fa-4e0d-b968-028b05bb1bf4,0.022712708,0.034984589,185.7666473,82.47627969,-82.96621321,-104.2874596,0.090226084,0.695587814,0.176826879,-0.690470278
118,9dd5d3e6-2474-4eff-baff-7660466bc4e8,0.020172119,0.028195381,185.5863953,-88.71146607,-83.86342444,68.44703152,0.161315382,0.687586725,0.087116838,-0.702575743
119,656bdf8b-c057-4c67-8605-0d27b7d41ea4,0.001655579,-0.049691677,185.4897919,-103.0336215,-78.59590753,95.22631989,0.117265567,0.713123262,-0.021463901,-0.690827966
120,e35e1a32-a4f0-4ffe-9187-927e71375de2,0.022590637,0.018259048,185.302948,-150.2331603,-78.98892825,131.5007759,0.15736255,0.747084796,0.071730256,-0.641838312
121,cd89df1b-a75f-4c15-b25a-f407c014d539,0.013259888,0.005071163,185.3820953,19.39040024,-86.95683379,-35.23615875,0.088817738,0.683427393,0.106048837,-0.71679306
122,80b1c432-c1ca-48f5-b78c-1d630b9754c0,0.008354187,-0.017438412,185.2230377,149.7265605,-86.33867623,-161.4594639,0.062902451,0.723614872,0.081570685,-0.682474315
123,3ee6fa67-97d1-4dd7-a86a-e7df262af1c3,0.004318237,-0.052245617,185.2301788,48.10264505,-80.83850028,-54.52290481,-0.004610539,0.668443024,0.083550751,-0.739041269
124,a2054c52-4e0f-4905-abce-5e866f7b1466,0.024078369,0.038631916,185.1573029,-64.03761262,-85.43774937,43.61997834,0.147945628,0.678749681,0.102505594,-0.7119717
125,adee7aeb-e49e-4f59-bec9-9e0df447e5a4,0.014877319,-0.019333601,185.0341492,-139.4935122,-75.63975141,127.4924895,0.137455866,0.758547246,0.009222932,-0.636888504
126,5b751b2a-96cc-4e74-9eb9-114a2768971a,0.008178711,-0.023495674,185.04245,141.4003081,-85.00036897,-151.2638388,0.043633871,0.729486644,0.077829376,-0.678150415
127,91f09e62-a081-437d-bee0-ccf744dd6e9c,0.013710022,0.003863335,185.0172729,-110.9586617,-81.3190946,96.5573256,0.140358329,0.712245226,0.036397599,-0.686790824
128,7d423258-bfd0-4847-853a-a0096f297cad,0.023605347,0.031475067,184.9719543,-141.2554326,-81.94071655,122.4445346,0.152283505,0.729028702,0.078255624,-0.662723839
129,214d9759-5132-4fd8-96cc-c0b4055a45cc,0.018791199,0.024102688,185.006073,73.96754306,-82.27968635,-91.01737059,0.057387907,0.691488147,0.151778728,-0.703927577
130,deafe657-64b2-446a-84a6-9920460b44da,0.016532898,0.004353046,185.0288696,14.37779406,-81.79529151,-28.15815216,0.066263072,0.653061211,0.102960728,-0.747341514
131,6e5693cf-d667-405c-b464-80009d1c9ce9,0.014572144,0.002071381,184.9305725,159.9949957,-84.16000052,-172.6677552,0.06942679,0.736875594,0.086450808,-0.666873693
132,a700b586-cd88-4250-86a2-5045ea57cf54,0.0078125,-0.043366909,185.0101624,-52.01285376,-79.10035883,47.1297166,0.081107549,0.659720242,-0.02113365,-0.746822715
133,b6a4b5c9-ad2a-4b4b-ac01-9fff34358efd,0.02407074,0.031201124,185.0287933,-16.50131914,-81.11952016,-0.465623239,0.111637935,0.643062353,0.096366465,-0.751479447
134,2f277f75-40b4-4c66-a5a9-5a8b3e544c2a,0.013092041,0.001623154,185.0107727,-57.32796248,-83.06021105,45.50051037,0.106173597,0.675362468,0.039266892,-0.728746176
135,8e92bc6c-03bb-4b13-ba42-5dca2f045ae7,0.013008118,-0.02365613,185.0663757,-40.20998923,-77.26058759,33.03103477,0.090792432,0.638399661,-0.002799023,-0.764326453
136,20a2f271-1da3-42b3-8f46-727c287fcce3,0.019554138,0.024919987,185.0644531,-44.85699158,-81.82518597,29.80132473,0.122963898,0.659152091,0.061837878,-0.739306808
137,f2051cf5-1b93-46d3-97c2-1b096eca749d,0.008468628,-0.040857434,185.1299896,-51.47107611,-79.69549219,47.50166154,0.072666124,0.662575841,-0.023885909,-0.745078802
138,70ff03e4-fb6c-48d5-8bf3-e6f6a9d5a900,0.028015137,0.05110395,185.174881,-48.89777448,-78.73910134,30.44351743,0.157124028,0.641189635,0.068549037,-0.747990012
139,b0770c01-e685-4f04-af4f-8c4d16158400,0.02230835,0.042590022,185.1270142,-90.70650076,-81.31966041,73.23921815,0.160048038,0.689431012,0.054072045,-0.704376161
140,1020036d-d7b4-423c-84af-09a7a9871a1c,0.021324158,0.036426783,185.1453247,-125.4277233,-82.90457229,108.9711201,0.139922768,0.718486607,0.062088516,-0.678486228
141,8c5e2dce-bd06-4f28-92b8-578e218d7e8f,0.007987976,-0.064727783,185.1832275,-119.4356986,-77.99048824,118.9007868,0.067873694,0.739271164,-0.06130841,-0.667167664
142,ddaf00e1-015f-456f-95ee-ccb8f4e30497,0.018737793,0.029749632,185.3653259,-56.42435382,-81.2582874,42.27553307,0.127719209,0.664576948,0.045946356,-0.734788775
143,a8509c19-27fb-4244-a4a4-289735a89f17,0.026626587,0.050145507,185.4511719,23.53351509,-81.08556029,-41.37754534,0.079843484,0.650068939,0.138823554,-0.742807865
144,b03fb4a7-e6e1-4e12-a720-ce0ad579471e,0.02016449,-0.003599405,185.4840698,16.60856408,-76.01865567,-26.11686863,0.026820358,0.619288087,0.089518942,-0.779582977
145,b6c32f17-af1e-4922-b479-472ed144eb31,0.016235352,0.024847031,185.4882813,-67.05870452,-82.19267217,54.09100874,0.121592596,0.677303791,0.037734296,-0.724604011
146,5f01b7e8-1bd6-4f24-91c6-53338ed2a7e3,0.006790161,-0.059886336,185.5630646,66.98401805,-82.24410265,-66.66278234,-0.045940798,0.686663747,0.0419854,-0.724306464
147,0395ab9a-3305-4778-9b7e-6a890aa0b3e7,0.023529053,0.053894997,185.6851044,-148.7843693,-85.65776312,131.5847501,0.122812115,0.719231129,0.088506371,-0.678078651
148,3f217377-7665-4816-9e66-710bbd2f3a55,0.021827698,0.04682368,185.8368225,32.40257045,-82.99810051,-48.32568011,0.069792688,0.666083992,0.125722542,-0.731884778
