,sequence_id,x,y,width,height
31,5b89c655-f488-4934-944b-62cf075e8dde,586.0,348.0,129.0,106.0
32,3c9a208a-860f-4f01-9ed9-04aecec194a8,569.0,348.0,150.0,108.0
33,f8fc409c-93f7-4809-8f62-c32004b06bdc,569.0,353.0,150.0,102.0
34,1bcb55cc-c275-4e2d-a981-4803161860dd,563.0,376.0,157.0,68.0
35,8bc3df04-1ae2-4a14-9f4e-0c4a2d7293cb,582.0,340.0,135.0,116.0
36,6abaa6ab-c889-4ecb-93c7-e42bf34cc257,571.0,360.0,147.0,93.0
37,d08cb7ab-88b9-4f48-9880-5d3293cc5c12,560.0,376.0,161.0,70.0
38,af0c0b17-f7d9-42ca-af55-260a9a4629b7,566.0,374.0,155.0,68.0
39,c3894c5d-ffeb-4645-bc38-9fafaa704a1c,575.0,372.0,143.0,78.0
40,2a6f1544-e92e-4d7d-ab70-b7b2413202d3,577.0,337.0,128.0,121.0
41,628bb30a-b9b3-42d4-81d4-c5a4204edf30,563.0,371.0,158.0,80.0
42,c7c869e2-b3c1-4936-ab08-d3774daf58a8,587.0,349.0,130.0,105.0
43,0961e563-c828-436f-85d8-c4b28914ee68,587.0,348.0,130.0,107.0
44,e4425f40-d169-4a3a-9ea3-b58b233760a5,570.0,359.0,150.0,94.0
45,f26efbe6-e3f0-4148-b0ca-8aee2b73649b,573.0,340.0,146.0,117.0
46,6dfefd2b-957a-4212-8c61-d1a6df760cb7,568.0,375.0,154.0,74.0
47,d1f44cb5-a464-44bd-a4a1-847a803f268f,587.0,342.0,120.0,114.0
48,21ab9fba-319e-4e69-a48b-dfb1a1e71b2c,576.0,350.0,144.0,104.0
49,2aab7798-be05-41a7-9b12-2bf5d4338921,558.0,365.0,166.0,83.0
50,73b35a08-ada3-485a-a7ed-0c1309b260aa,570.0,375.0,152.0,73.0
51,239f550c-e0fd-47b2-b9cb-8a7b7906cd55,571.0,359.0,151.0,93.0
52,878be9b9-a47d-46e4-908a-e769bae599b3,557.0,369.0,167.0,81.0
53,145ed013-67c3-490a-a580-5b457cb55f0e,575.0,366.0,146.0,83.0
54,85552d68-6f88-4909-973f-4eed8cd98feb,558.0,370.0,167.0,75.0
55,4a4f2ff2-bcf5-4cc9-9bb1-01b31ab4ae24,575.0,347.0,148.0,107.0
56,9dbde703-3032-4e8d-9d97-9c860d5707dc,568.0,359.0,155.0,93.0
57,5a0f291f-5881-4dc6-bf63-2b7cab2f3d1d,565.0,358.0,159.0,94.0
58,85da9824-76b4-4f06-9101-7b8bc91630cb,558.0,376.0,167.0,71.0
59,3c8ca1b8-d88e-4dbb-883a-5e33ee408a52,563.0,367.0,162.0,83.0
60,cbac1ca0-9f1c-439b-95c3-853a84851d55,580.0,353.0,142.0,100.0
61,3ba336f0-7352-46ec-a9de-23891b3c4949,555.0,371.0,171.0,77.0
62,c67bf07c-9ffd-4adb-8190-6d1b5f60a91b,566.0,355.0,159.0,97.0
63,3ce56167-e1c0-40a2-94af-b443da477911,565.0,377.0,160.0,67.0
64,f1c1931d-cd9c-44de-a6e0-67978cb01910,571.0,360.0,154.0,89.0
65,d3efc6d3-e870-4d97-8bb9-73272226d36a,551.0,375.0,176.0,71.0
66,0ecc09ef-96fe-4044-9c35-9f9595687948,565.0,376.0,161.0,66.0
67,11d46ba0-1bbd-4cf7-a326-ad2f5341cc39,568.0,349.0,158.0,103.0
68,de902e3d-3d00-4e57-b0d7-50a9c5a247d7,576.0,346.0,137.0,108.0
69,1a54fe46-a63f-4b6a-8d85-6fd19215a81a,566.0,349.0,161.0,102.0
70,a48e15c8-8a53-4778-ac7c-fb7c9fdab3a6,564.0,347.0,159.0,106.0
71,780e8598-ee2d-45a7-8e46-6fcd170dc1a3,552.0,377.0,176.0,57.0
72,614d2d12-01f5-4faf-91c5-190f50835090,565.0,375.0,162.0,69.0
73,cbbca706-0733-4fca-bac1-1df319772753,562.0,361.0,166.0,87.0
74,0ad0cb07-6a08-49ba-a104-1c580df3c31a,561.0,363.0,167.0,86.0
75,f06c74bc-c10f-4f7c-99ed-eb54f49d48ba,559.0,382.0,170.0,56.0
76,9381ab9d-d30e-42a8-aeb3-edab5fdd801c,568.0,341.0,146.0,114.0
77,bcf303f8-0e14-4781-9fa0-0f77626d5f12,562.0,384.0,166.0,55.0
78,7a867105-8f0c-4c2f-919a-a62cdb7fc3f8,556.0,366.0,173.0,80.0
79,3263de37-0ac1-4a24-a688-9e818c2a8119,577.0,345.0,147.0,106.0
80,58d21c2d-b061-476e-a259-e8cf12c6a15f,551.0,376.0,179.0,67.0
81,f246bd31-f625-4d17-aa50-c913f31a59e7,554.0,378.0,175.0,66.0
82,ab519725-c09d-452e-9bc8-cd1e4c186fe0,557.0,361.0,172.0,85.0
83,c701427e-7649-4ee5-952d-5e67b84ed70b,556.0,386.0,174.0,53.0
84,19eb12f4-7f4b-458a-82d3-063fd7ad7abb,554.0,366.0,175.0,80.0
85,dac02acd-5165-47a5-8243-1e5fa31c5497,568.0,348.0,150.0,102.0
86,829a2f6a-2406-4d1e-ba8b-6c0d82b25731,567.0,356.0,162.0,92.0
87,a1711243-0866-4101-acd9-031a225b75c1,568.0,350.0,155.0,101.0
88,99d32890-9ba2-420f-8f3b-5b9382a3ef17,565.0,348.0,164.0,101.0
89,6ce29081-fb5a-44a9-8a78-f4b10b699a6d,564.0,351.0,165.0,99.0
90,7e8560e7-aec1-46be-83c1-5db9b93cdefc,559.0,357.0,171.0,90.0
91,c9edf424-57c1-4d3a-9a9c-4ea50e4d82a0,565.0,346.0,153.0,104.0
92,dcbe3387-5c5f-4263-8fd5-a2c76ed0910f,558.0,382.0,173.0,59.0
93,8863037d-0ae8-4f9e-bf50-937129d3cbbf,567.0,351.0,156.0,98.0
94,8f08dc1c-0332-47b3-905e-f7f66849d7be,560.0,364.0,171.0,80.0
95,574976cc-0a6b-4be8-b59f-448f2f537629,566.0,353.0,158.0,95.0
96,eda42d5b-7040-4abd-a9c0-841b5eab1951,557.0,369.0,175.0,74.0
97,e3cf4d72-b7c7-4bfa-aafb-9e2440161150,564.0,356.0,167.0,90.0
98,78dbc119-1cbe-4b80-9faa-64373c079cf9,556.0,385.0,176.0,54.0
99,f6f164f1-4643-4378-b792-9585bc0738cd,561.0,355.0,167.0,92.0
100,5fb870ac-663e-4ffa-aea0-d6669460d3db,550.0,384.0,182.0,44.0
101,26a25bb0-a238-4c53-9474-5f16f214987d,562.0,347.0,158.0,101.0
102,93bdad7d-4c1f-492e-ab07-6300eb2bb46d,549.0,390.0,184.0,43.0
103,b0081a62-57bc-41a9-b63b-6cf74a97ee94,555.0,379.0,178.0,58.0
104,cadddab9-08ba-487d-b4f7-cd46af8d266a,552.0,376.0,180.0,62.0
105,d6b39a50-d522-4a21-bf66-3ea9f933802f,559.0,356.0,173.0,88.0
106,ebfdb8c8-62ff-44e0-a972-f96f4aa1dca7,550.0,382.0,182.0,55.0
107,4eacd1b5-faf1-46b0-9193-54dfb8dd5a8a,561.0,349.0,160.0,98.0
108,411b1d30-3c11-4591-a587-3bf292769254,557.0,375.0,176.0,63.0
109,e1cd3438-033c-4f3f-8768-69e24ea5df4a,554.0,382.0,180.0,53.0
110,9acf7112-09e7-4b45-aceb-ee9fdfd832b7,555.0,367.0,178.0,74.0
111,b2a12061-02b9-49cb-8b34-10eba1e5fccd,548.0,389.0,184.0,36.0
112,9c0e5c0b-fe92-4450-bb8e-e5e72c3658fb,552.0,391.0,181.0,41.0
113,14a924e5-8282-414e-a4fe-7f41f75d0bef,551.0,393.0,182.0,31.0
114,36f0a5f0-3ede-464c-90ec-6e9670aecc58,553.0,376.0,181.0,60.0
115,72f28df8-f455-4a91-8ab2-92389e5b04f1,561.0,351.0,163.0,91.0
116,9873e8cf-3f1a-43ea-98f6-c093bc4d600f,553.0,371.0,180.0,66.0
117,780d7daa-b0fa-4e0d-b968-028b05bb1bf4,557.0,358.0,176.0,83.0
118,9dd5d3e6-2474-4eff-baff-7660466bc4e8,556.0,362.0,177.0,78.0
119,656bdf8b-c057-4c67-8605-0d27b7d41ea4,549.0,391.0,184.0,41.0
120,e35e1a32-a4f0-4ffe-9187-927e71375de2,556.0,366.0,178.0,72.0
121,cd89df1b-a75f-4c15-b25a-f407c014d539,553.0,371.0,181.0,65.0
122,80b1c432-c1ca-48f5-b78c-1d630b9754c0,551.0,380.0,183.0,52.0
123,3ee6fa67-97d1-4dd7-a86a-e7df262af1c3,549.0,394.0,185.0,35.0
124,a2054c52-4e0f-4905-abce-5e866f7b1466,556.0,360.0,174.0,78.0
125,adee7aeb-e49e-4f59-bec9-9e0df447e5a4,553.0,382.0,182.0,51.0
126,5b751b2a-96cc-4e74-9eb9-114a2768971a,550.0,384.0,184.0,47.0
127,91f09e62-a081-437d-bee0-ccf744dd6e9c,552.0,374.0,182.0,60.0
128,7d423258-bfd0-4847-853a-a0096f297cad,556.0,364.0,177.0,73.0
129,214d9759-5132-4fd8-96cc-c0b4055a45cc,554.0,367.0,180.0,69.0
130,deafe657-64b2-446a-84a6-9920460b44da,553.0,375.0,182.0,58.0
131,6e5693cf-d667-405c-b464-80009d1c9ce9,552.0,376.0,183.0,55.0
132,a700b586-cd88-4250-86a2-5045ea57cf54,550.0,394.0,184.0,33.0
133,b6a4b5c9-ad2a-4b4b-ac01-9fff34358efd,556.0,366.0,177.0,68.0
134,2f277f75-40b4-4c66-a5a9-5a8b3e544c2a,552.0,377.0,183.0,54.0
135,8e92bc6c-03bb-4b13-ba42-5dca2f045ae7,552.0,387.0,183.0,41.0
136,20a2f271-1da3-42b3-8f46-727c287fcce3,554.0,369.0,181.0,63.0
137,f2051cf5-1b93-46d3-97c2-1b096eca749d,550.0,395.0,184.0,30.0
138,70ff03e4-fb6c-48d5-8bf3-e6f6a9d5a900,557.0,361.0,172.0,73.0
139,b0770c01-e685-4f04-af4f-8c4d16158400,555.0,364.0,178.0,70.0
140,1020036d-d7b4-423c-84af-09a7a9871a1c,554.0,366.0,180.0,67.0
141,8c5e2dce-bd06-4f28-92b8-578e218d7e8f,549.0,395.0,185.0,21.0
142,ddaf00e1-015f-456f-95ee-ccb8f4e30497,553.0,370.0,182.0,61.0
143,a8509c19-27fb-4244-a4a4-289735a89f17,556.0,363.0,172.0,70.0
144,b03fb4a7-e6e1-4e12-a720-ce0ad579471e,554.0,383.0,181.0,44.0
145,b6c32f17-af1e-4922-b479-472ed144eb31,552.0,373.0,183.0,57.0
146,5f01b7e8-1bd6-4f24-91c6-53338ed2a7e3,549.0,394.0,184.0,22.0
147,0395ab9a-3305-4778-9b7e-6a890aa0b3e7,555.0,363.0,173.0,68.0
148,3f217377-7665-4816-9e66-710bbd2f3a55,554.0,366.0,176.0,65.0
149,c24f1098-ebf5-4fd2-a276-c618db6903e1,549.0,396.0,184.0,24.0
150,7f510aac-acaa-459f-8ddc-d8cfe2a898dc,554.0,376.0,181.0,52.0
151,41a517ee-0a81-4aed-86bd-eba09f3bf46e,550.0,394.0,185.0,27.0
152,10680d07-55f5-4411-bf80-aa483f4e4451,553.0,377.0,182.0,49.0
153,e6e31d13-e232-47ec-8270-657f14cdf4bc,549.0,393.0,184.0,25.0
154,07a1af3b-02c5-432a-972e-03933aca8527,553.0,393.0,182.0,27.0
155,3b2fc24e-7675-4ba6-87eb-feaaa8206163,551.0,377.0,184.0,48.0
156,9f1a8a99-de9c-4720-8424-973bc3eecf1f,554.0,373.0,181.0,53.0
157,b898ad21-c89d-4e46-b9b9-9f9866fe96a4,549.0,392.0,184.0,24.0
158,59c6fa52-6dff-4b4e-9d7c-38bb1f9fe4ee,549.0,391.0,185.0,26.0
159,f93bf16d-2032-42c8-a53c-0ca6842b0d8a,549.0,392.0,184.0,24.0
160,56446b11-d861-4ddc-bb8d-87fe3b3dca47,551.0,392.0,184.0,26.0
161,ac2a1123-acbd-48b3-a562-5155c4841b62,549.0,390.0,185.0,29.0
162,1808ef80-350c-4a58-9a16-1755d2be3c1a,553.0,392.0,182.0,26.0
163,bd2927b3-5b4e-4ccd-ae3a-468fd9d958f1,560.0,367.0,170.0,59.0
164,6720e33a-0f0f-482c-8074-986d8cf25bd5,554.0,380.0,180.0,42.0
165,51e3b173-24ee-45ca-8c67-0d8834eb215b,551.0,371.0,183.0,52.0
166,ab0ea4b6-6a7c-4d48-ae49-456f7927e8b9,550.0,375.0,182.0,47.0
167,b647e3f6-fc60-4599-8532-8ff347171aa8,555.0,376.0,180.0,46.0
168,3089c62f-a493-4723-8915-18206744ab2e,551.0,372.0,179.0,51.0
169,59f863b0-3757-4653-808c-3b983258823f,555.0,389.0,180.0,29.0
170,ed7a59b2-99ea-4626-89e3-215dae5d60be,553.0,369.0,178.0,55.0
171,3723642b-9c91-4eae-821e-302f49fd9128,555.0,390.0,179.0,26.0
172,8c628911-a256-45a8-802c-25263fe5f6a5,556.0,389.0,178.0,26.0
173,278fba77-edee-4a2e-85a8-e188c23f5d95,554.0,390.0,180.0,26.0
174,129ee269-1218-4271-9609-70b890343440,548.0,390.0,186.0,26.0
175,23c165e4-7c84-43ed-9de0-17325d8991a0,553.0,382.0,180.0,36.0
176,1cc842a5-8e4c-4b97-8191-2729dd148cf8,552.0,386.0,182.0,28.0
177,067613d9-fd31-4f90-9305-f6715da77b55,551.0,389.0,183.0,27.0
178,c1b01694-090b-48c9-8296-8d3d0655bc40,550.0,381.0,180.0,46.0
179,eeafdf65-0336-4ec2-b0f9-53461096b243,556.0,389.0,177.0,25.0
180,8eb53d8c-378b-4d03-9e12-21b89ce37364,550.0,387.0,183.0,25.0
181,7307e5bf-589f-4672-a818-0bfd7f290dce,552.0,384.0,182.0,28.0
182,c47ef469-17a4-4507-aedf-3bedce2b872c,550.0,373.0,180.0,46.0
183,c953186c-9017-4fb1-9e64-1b3065fce8d1,556.0,385.0,177.0,26.0
184,f6f5d470-3a42-4e4e-8e50-3e8b8fe8db07,561.0,387.0,170.0,28.0
185,3b5f4b64-67d9-4267-9780-7010abb53023,559.0,380.0,172.0,45.0
186,a6d25e69-0e18-4aa9-82ac-54d0763258e4,555.0,380.0,176.0,35.0
187,d833e3aa-66fb-436e-8766-338e9136e26e,556.0,385.0,175.0,28.0
188,b94cbf29-7488-4b76-a901-d2940f972842,559.0,379.0,172.0,36.0
189,9d12cbd2-6e43-48cf-bef3-1616c4f31279,550.0,383.0,183.0,31.0
190,aae3b65d-f158-4779-8e39-f4dfe6ab755f,553.0,376.0,177.0,39.0
191,6fa083ff-1cfa-44c9-87a6-309c5e7e751f,554.0,386.0,178.0,25.0
192,f5e17aa4-e245-4a5d-ad0d-064191029085,559.0,383.0,173.0,30.0
193,a2697f6e-4c2a-46f1-89f0-532b038cfc67,563.0,386.0,168.0,24.0
194,5e46aa63-e2db-4dc9-8fc0-d84d83460589,549.0,386.0,183.0,24.0
195,55fd56b2-6620-4cff-adfd-68726e92cb0b,557.0,386.0,175.0,23.0
196,2d5ea16a-1ec2-4a76-92b8-21e92b220f6e,557.0,385.0,173.0,27.0
197,1f946070-fe59-4d9c-8af8-d393aabdc4bc,552.0,383.0,179.0,28.0
198,aabade80-96ab-4a8e-b5ad-394b67cf4065,550.0,381.0,182.0,29.0
199,cad8be09-7e81-469f-adbe-c1225d0f16cf,554.0,384.0,176.0,26.0
200,ff8bbd51-be48-4bef-b0aa-f0ab762b5730,550.0,380.0,182.0,30.0
201,b09a2a9e-2d99-4b17-9b01-6be5d306c063,550.0,378.0,183.0,41.0
202,80376c49-36c7-4920-94d5-71f153c6c861,552.0,383.0,180.0,26.0
203,3e338158-fecd-40d7-8505-d7ded15c0782,553.0,374.0,180.0,56.0
204,0dafd330-e2e9-49eb-9a6a-c0a3effbf562,556.0,380.0,175.0,33.0
205,39edbaa6-a2e8-4907-9179-5f17d6b4fb1c,565.0,373.0,165.0,55.0
206,0a907918-82d5-4390-85e7-635c62e461a9,561.0,372.0,165.0,63.0
207,3973bbab-21e1-4ce2-a653-0e99b63102aa,554.0,374.0,178.0,53.0
208,bbf34e0a-4d79-4ed9-a1fb-0e73916a4b8e,554.0,380.0,177.0,29.0
209,3164cbac-5519-459a-bff2-8ffd350a0057,553.0,378.0,177.0,30.0
210,f51bff8f-e208-4c79-9b4c-cfdd516f8a76,558.0,380.0,172.0,28.0
211,281d50c0-9de3-4800-adbd-536ef22066e5,566.0,380.0,163.0,26.0
212,0b80bb94-6b8e-4ff5-84e1-7714586fe24a,566.0,370.0,159.0,65.0
213,78a014c9-fbaf-41a2-b672-e376109d9d2d,552.0,379.0,178.0,27.0
214,6ac7185f-2630-4dfb-92e3-d99745f66ac4,549.0,383.0,181.0,24.0
215,d1fb21f4-49a5-4640-9a41-bcc9db31de17,564.0,370.0,160.0,61.0
216,44c30359-5a56-4a23-b15b-160cca6a032a,555.0,377.0,175.0,35.0
217,e2d0e8ef-36b3-4030-be86-9ec21ab3079a,560.0,381.0,168.0,25.0
218,4e8ad2f7-a98a-478c-85c5-ab4d1493b727,562.0,369.0,162.0,64.0
219,53cc6fb1-d82a-4495-a86f-49534a96946a,553.0,379.0,175.0,26.0
220,f108b204-2f3c-4c4b-9950-7b8990f42cac,557.0,375.0,172.0,37.0
221,1f90826a-25cc-41ad-8396-26c83b2406ec,550.0,375.0,180.0,35.0
222,9af54aad-508b-4c50-a3c7-f4014162b313,554.0,370.0,176.0,61.0
223,72a31489-9a11-45cd-ad72-11098345951e,569.0,365.0,157.0,76.0
224,99753004-65d1-4102-999c-414adcdcf684,568.0,369.0,159.0,55.0
225,c2bf1ae0-19e2-42a8-8ca1-9a8ff2a2309e,560.0,365.0,169.0,74.0
226,707ffac5-951f-4920-900a-c5a95548ae1a,558.0,368.0,171.0,65.0
227,90e907e4-3f95-4106-b270-91aa0e64eaf5,558.0,373.0,170.0,42.0
228,0fe6236b-f7dc-4ab2-9de5-e2ab4ea0e570,571.0,375.0,155.0,33.0
229,a267da4b-8655-422a-9bef-7db76f82fd7d,569.0,377.0,155.0,25.0
230,26679a80-737f-4db8-933b-58556f31511e,557.0,368.0,172.0,64.0
231,631dda31-8583-437b-8f5e-86cfcafbeec8,560.0,372.0,168.0,39.0
232,e53a93dc-d2fd-4287-86fa-9fd3ebddc2aa,558.0,372.0,170.0,41.0
233,9034e9c5-25ef-44b2-8ec3-ab74d233b8c9,553.0,370.0,176.0,50.0
234,51075212-aea9-45f3-a218-b07972430765,563.0,366.0,164.0,67.0
235,5b34d69b-29a7-46d7-b3c8-1d1ecb24b70f,569.0,373.0,155.0,35.0
236,7e2f4e86-334e-4e19-91d4-66c989215a3d,558.0,370.0,170.0,47.0
237,fd354fcd-1a77-4b12-94c9-149ebc59e071,559.0,366.0,169.0,67.0
238,41ebbf11-0a60-44a1-ad96-ab0df3463109,580.0,363.0,142.0,77.0
239,4102aa6f-6ddf-4147-a143-108f249e6dcb,554.0,371.0,173.0,42.0
240,b1e98ae9-a1ba-42ca-8166-f12ea1f2fe27,565.0,361.0,161.0,82.0
241,ad7dac4f-0a89-44ae-845b-7228bef0893d,566.0,373.0,159.0,37.0
242,ba360f60-297f-46d5-af12-a9d915fb73d6,568.0,364.0,157.0,69.0
243,e609fc30-6ef9-4276-adb4-2e4fe12900e4,573.0,364.0,150.0,66.0
244,b48a4766-5bed-4c9d-bde5-786027afae40,570.0,360.0,148.0,86.0
245,05166efe-cf9f-41c0-87f5-67b9239850bc,582.0,360.0,132.0,87.0
246,7a62780c-4e3c-4851-bfbd-9205637bfdfe,561.0,363.0,164.0,68.0
247,b37de6df-a880-4888-b7aa-31f253993b43,574.0,365.0,148.0,60.0
248,c0ce3231-f017-42bf-85c4-0a96262f499d,568.0,363.0,156.0,65.0
249,da1cc3ef-6d92-4ad6-a99c-672bd908b18d,573.0,363.0,149.0,65.0
250,ff47c786-6c70-46d0-9f51-728bb60083eb,577.0,363.0,142.0,61.0
251,3910d565-7a8d-4a81-8eee-674986e02786,578.0,362.0,141.0,68.0
252,0294a0dc-a8d9-42c1-884e-e57995652645,580.0,359.0,140.0,85.0
253,51640ad4-6029-4ca2-9740-ef56872817f9,575.0,359.0,147.0,79.0
254,8abd18af-f041-48fa-9a10-65131a04c777,581.0,361.0,138.0,72.0
255,1f9402bf-2e52-4e12-9739-799ab554c9ee,578.0,361.0,142.0,68.0
256,cb4513f0-225c-46ba-8eac-2e46627c5384,560.0,361.0,163.0,70.0
257,1af8a341-e1d9-4e91-ada2-0462f0cd1ece,582.0,357.0,138.0,87.0
258,5b722b39-6a0d-40bb-8a74-7e797dbd0758,582.0,362.0,136.0,67.0
259,1819af0e-eab6-4a58-a068-20839406a3b6,571.0,358.0,150.0,84.0
260,53751f8d-8d68-4ebf-9e94-e75f22dfc213,583.0,358.0,135.0,80.0
261,07df3eba-5260-4203-8646-ac24d45e2f87,568.0,355.0,154.0,94.0
262,a5b8322e-76bc-413d-b4e8-10a96efde467,560.0,364.0,162.0,58.0
263,ee6f55b0-617a-4648-a928-651b5cbb9fa8,568.0,366.0,151.0,46.0
264,6e118f9a-0b91-4f25-b192-2b09ffc9e7c8,566.0,366.0,155.0,51.0
265,501d17c8-1749-4904-940e-a5bae0da5991,589.0,355.0,126.0,92.0
266,3cb0d716-1208-4398-9a57-d406372019ea,577.0,357.0,140.0,80.0
267,a61b579a-8c85-49d1-9470-3b2012d1a3db,559.0,361.0,162.0,62.0
268,06708d9a-9961-41c4-8481-02eb7731a38d,584.0,357.0,132.0,81.0
269,c4db14cb-db0b-432c-92bb-29b2c6037e9a,575.0,360.0,141.0,65.0
270,b37a2cfb-86b4-404d-aac3-b214b3602909,573.0,352.0,146.0,101.0
271,7dc5c897-7094-4efe-87e9-c9a01e1d1665,589.0,353.0,125.0,97.0
272,cf655be4-8822-41a6-92d9-e1ae9fa702f2,583.0,352.0,132.0,101.0
273,32281a3d-cb71-4439-971a-398d7754177c,576.0,355.0,140.0,88.0
274,2c544eb3-caab-420c-aee0-7d66f6909db8,567.0,355.0,151.0,84.0
275,ef7651b4-4bce-4e07-8958-69f2644d2655,592.0,354.0,120.0,91.0
276,29c61756-1ae1-4763-b42d-10a6e71d3f2a,579.0,359.0,136.0,70.0
277,09db34ae-f712-4666-b2df-31689b45d590,576.0,361.0,139.0,58.0
278,95651926-534f-4bfa-8786-71c80e7a1d2c,563.0,358.0,155.0,70.0
279,7f6e0384-2a70-4afe-a496-b1e5c9fa2858,585.0,354.0,128.0,88.0
280,69d55d32-394e-45cd-81c9-0b92f431a3ea,577.0,353.0,138.0,94.0
281,c87ed2ce-89ee-4ae3-9673-6347bf8883fd,567.0,364.0,150.0,54.0
282,a8899c0a-11ec-4aa5-a7a3-1f4c9934e717,558.0,370.0,160.0,47.0
283,7bc351d0-877a-4d4a-8e57-81cfdac0f5c0,574.0,356.0,140.0,76.0
284,ee66bd84-5954-437a-aeeb-525b19a8612e,576.0,358.0,138.0,67.0
285,84afd12c-cc60-42b5-80c0-5e8656de5a35,591.0,354.0,119.0,85.0
286,7dfdf9eb-512c-4f16-b2f8-46a8347c7ed1,592.0,351.0,119.0,98.0
287,3109e026-955a-4a66-ac96-ed1a693d6e4a,586.0,348.0,115.0,107.0
288,928bb375-2e10-409d-a63b-adff827fc17f,569.0,354.0,147.0,81.0
289,a4b8c358-bd5a-4627-9bc7-96687155c2e5,565.0,360.0,149.0,56.0
290,7fa691ac-d538-4771-9d72-9356f658e242,581.0,360.0,131.0,64.0
291,c73738fb-fca1-42e3-bb9a-c763494183e3,589.0,352.0,120.0,91.0
292,d69d4e91-25af-46d4-897c-c38b04c497d5,582.0,358.0,128.0,68.0
293,4dffe36e-b487-4fe1-90ec-1a6b6f379760,570.0,356.0,143.0,72.0
294,287e09a1-213f-4f2c-a4f9-741d4224c7e1,583.0,359.0,125.0,58.0
295,c07c954a-bcef-4c69-bc51-641293864b0d,588.0,355.0,121.0,78.0
296,b7ec82eb-5e2e-409c-a19f-d5798fc7e3a8,580.0,351.0,131.0,93.0
297,9f36dda1-b9bb-454b-a012-cac5b8a74b1d,571.0,357.0,141.0,67.0
298,6c4b6e59-fa50-4b70-96f9-d9ca79520bd7,597.0,349.0,109.0,103.0
299,ddc66de0-fbcb-40a6-ae9a-e42a7aab069e,572.0,359.0,140.0,66.0
300,84159a7b-c553-42cc-957b-e49f65f28327,589.0,348.0,119.0,101.0
301,397abd53-7000-4c08-a697-111de232e7c8,590.0,355.0,117.0,76.0
302,49195a85-0f31-49b2-b6ec-8ca780367092,588.0,357.0,118.0,61.0
303,aa7bf4f4-7b29-480a-b694-198273f986fa,592.0,349.0,114.0,98.0
304,1a7b1931-63d0-4979-a3b0-d754615256ed,591.0,360.0,115.0,58.0
305,40c601eb-7a94-4559-9c46-6db418182df7,593.0,350.0,114.0,89.0
306,7db16f67-651c-46ed-bd05-3760bd1d98e6,574.0,351.0,137.0,86.0
307,356c178c-8160-4e3a-9c2e-9f6d38c66766,588.0,351.0,119.0,84.0
