,sequence_id,Pos_x,Pos_y,Pos_z,RotE_x,RotE_y,RotE_z,RotQ_x,RotQ_y,RotQ_z,RotQ_w
11,ebf871c0-c23f-4e2a-85d4-f65cac9dcb4d,-73.8896561,12.1698952,-464.670349,8.421,234.111267,196.341125,-0.1334683,0.4958346,0.0692162,0.8553031
12,1532e0ba-8432-40f2-90f0-6f03604162ad,-73.90503,12.1678791,-464.649963,7.308317,227.227173,154.892654,-0.1612033,0.4450178,0.06493672,0.8784963
13,79643990-72de-415a-8fcf-f9c43d61701f,-73.9209,12.1658678,-464.628876,8.276525,237.700043,124.370331,0.235414,-0.4815097,-0.1391669,-0.8326831
14,84030727-e795-4f3f-853e-a4bc7def923e,-73.9316,12.164753,-464.6148,357.259644,242.1192,92.33939,0.09948982,-0.4845782,-0.1330131,-0.8588325
15,864d7d48-93d6-44e1-86d5-ab83c627f63d,-73.94311,12.1602821,-464.598969,2.70816064,235.594177,62.23179,0.08738139,-0.4059719,-0.1243975,-0.9011528
16,8538af59-6afe-4bae-b1e2-3ac2420f35de,-73.96302,12.1485529,-464.5703,358.3539,223.357758,14.5349054,-0.2029643,0.4911199,0.1114245,0.8397567
17,cbfcfbf4-f59d-4898-b1fc-67d926596968,-73.97021,12.1415348,-464.559082,359.727325,223.023392,351.8368,-0.1160348,0.4254918,-0.02338965,0.8971875
18,d5fb72e6-1177-481d-a6b3-61cfc35b7039,-73.98293,12.1226959,-464.5376,358.395935,237.922485,313.448639,-0.09928121,0.4456391,0.02586431,0.8893144
19,ad0a0a5f-961b-4c12-bee6-dad680ae98d4,-73.99636,12.1039515,-464.5155,355.966,225.035767,268.312622,-0.223067,0.4635213,0.0549185,0.855788
20,782c6768-7129-4703-9de4-7a418d46754f,-74.00543,12.0987864,-464.502472,2.99870515,239.5864,233.241272,-0.1287199,0.4788822,0.02099939,0.8681371
21,aee72d85-a86b-4f31-9210-1556806b00e0,-74.02382,12.0884523,-464.476471,353.9676,231.318756,202.582077,-0.2050956,0.4254371,0.0321501,0.880855
22,f15fef76-332d-4551-a01a-969109c5dba8,-74.03287,12.0833683,-464.463684,3.20050669,239.522369,169.85405,0.06346267,-0.4044279,-0.09624611,-0.9072747
23,896a404a-92c7-4a51-b53c-05c98219e35f,-74.05129,12.0728674,-464.437744,5.72999573,239.490631,119.352356,0.08622529,-0.4846265,-0.1084329,-0.8636808
24,a7ec17c7-b5fc-45c4-bf96-ac2c424766fd,-74.06978,12.063283,-464.4122,3.205237,236.497833,75.8477,0.1757988,-0.3976642,-0.09166964,-0.8958542
25,525b65f9-45df-45b1-a7fa-d40af7e01e36,-74.07862,12.0574989,-464.3996,3.09708977,223.897278,61.9152069,0.1106187,-0.5062546,-0.1404413,-0.8436503
26,8a088a65-edb0-4f1b-ac80-6aecd8fb432e,-74.09245,12.0497351,-464.3805,358.4125,233.121,18.78095,0.07484588,-0.4979025,-0.137786,-0.8529397
27,0c1dc2b3-1241-4009-836a-db9915a9cd14,-74.1142349,12.0375986,-464.350128,7.959077,232.498627,321.896973,0.02799092,-0.4637595,-0.06297357,-0.8832768
28,5941bb97-736e-4f47-b630-a588c8571b4f,-74.1217957,12.02926,-464.3388,1.02415431,231.71106,296.35376,-0.110512,0.4762008,-0.005953837,0.8723441
29,7a62f584-f382-4b0e-bb04-a3b28e5fcce5,-74.1384354,12.0192547,-464.315247,12.8534527,223.539658,268.517365,-0.09386074,0.54183,0.03183896,0.8346236
30,1e31d82d-3272-417c-9096-ecac3626b061,-74.14768,12.0165167,-464.302734,1.6169,237.894318,244.593582,-0.1684679,0.4214892,0.02146293,0.8907888
31,62af4162-9602-4ba6-a3cb-392dea093dbb,-74.1643,12.0099373,-464.280121,4.53855753,228.786011,193.068054,-0.1368456,0.5379998,0.03612598,0.830978
32,0979c1c3-4827-46f7-8666-4d15c140d66a,-74.1813354,12.003624,-464.256836,6.114464,231.43071,146.785278,0.09561934,-0.5174718,-0.06122419,-0.8481342
33,8ec867f7-4a1e-4bf4-ba60-5ac1e25785c2,-74.1895,11.9994707,-464.245239,353.167969,223.46109,130.648331,-0.03254229,0.4836068,-0.01270657,0.8745879
34,ae4a173f-66f1-4d58-9453-0c3ea1c537b7,-74.20659,11.9933605,-464.222015,4.891701,237.558243,88.02121,-0.1853737,0.4638516,0.00691513,0.8662739
35,417716df-80f8-4caa-abbc-4f19b37777ed,-74.219574,11.9885292,-464.204285,359.0257,242.431335,50.30388,0.04279752,-0.4769814,-0.08165573,-0.8740649
36,13eec8ca-9341-4c17-99b9-7d74658ddd6b,-74.2327652,11.9835424,-464.186462,10.7715874,238.025513,26.3545971,-0.0394856,0.4970756,-0.06402957,0.8644403
37,9b346eec-dda6-497f-8531-f5e38a93fb4f,-74.24629,11.9783459,-464.168243,355.12262,233.871246,353.265839,-0.02097621,-0.4610007,-0.06374274,-0.8848589
38,6054c00c-bc1e-46f6-9910-3a008ff4af7c,-74.26432,11.97138,-464.144,357.20993,235.496246,312.2631,0.005448277,-0.4136419,-0.0438831,-0.9093652
39,ab8b7d0d-fbcf-4e09-9bf4-97f9cea537cf,-74.27806,11.9659767,-464.1256,354.346649,238.133759,287.80484,0.1157141,-0.530281,-0.0773489,-0.836319
40,ddfe5a62-0824-47e2-9611-29ce629d1c61,-74.28733,11.9621792,-464.1133,5.31931925,226.153992,261.377563,-0.0369733,-0.4833924,-0.06995342,-0.8718207
41,f03a41fb-8045-4a84-bfbb-ebbf57a799fa,-74.30555,11.9531517,-464.088928,352.507629,229.196411,214.726563,-0.1014492,0.3994518,0.0145575,0.9110073
42,0acea040-16c1-43e6-be41-f1406011d1e1,-74.31828,11.9432545,-464.0714,357.328735,232.132446,181.738129,-0.08888539,0.4017124,0.0387586,0.9106175
43,8b5ecabd-e25b-45ee-9b93-453121ec4a31,-74.32945,11.93034,-464.055481,2.354042,237.747772,158.92775,-0.002812613,-0.4755342,-0.06495032,-0.8772916
44,8ed309c2-eb88-4990-8304-62852c042943,-74.3419,11.9042425,-464.037231,355.267181,243.084824,112.863045,-0.1006133,0.5306422,0.01504794,0.8414686
45,f0b6013c-4def-43de-8888-4c0e61324c88,-74.35232,11.8863277,-464.0226,353.300568,226.40477,73.14339,0.06679411,0.4309964,0.04929993,0.8985266
46,e31129a5-7ce5-4305-921b-5536908caeaf,-74.36893,11.86701,-464.000031,352.576263,237.989914,28.3630524,0.08377312,-0.4189661,-0.03960031,-0.9032615
47,a8ccd1fb-485d-4609-afc2-32b77e2dd336,-74.3922043,11.86159,-463.968628,351.762878,236.71402,323.582062,-0.04881045,0.4561754,0.009233506,0.8885023
48,a5eb3daa-61ff-4ea3-b1ac-f1963615d3ff,-74.4065247,11.8547468,-463.9495,351.096436,229.976288,300.204529,0.004866758,-0.5369133,0.07454833,-0.8403232
49,242cec5c-c111-451e-a6a6-28e816d83a3e,-74.4211,11.8483009,-463.9303,358.643066,227.669342,269.1138,0.0808343,0.4158421,0.03603737,0.9051201
50,32ecdd99-2a27-4a60-ad68-57dc686fe87d,-74.4448853,11.8383179,-463.8988,353.57193,233.409637,192.916641,0.0149439,0.4567847,0.01124891,0.8893806
51,488c2bb9-7705-443f-8968-043484bd4c9a,-74.4588852,11.8341465,-463.8802,359.623444,226.58577,173.488571,0.0818862,0.5171566,0.009905022,0.851907
52,ff3dc7d0-d090-4138-8764-281397b93666,-74.48179,11.8274059,-463.8497,3.7929492,224.403534,108.85511,-0.03180126,-0.4027834,0.02166195,-0.9144862
54,e7e67b21-6366-4020-8c2e-9710efa4ed39,-388.098267,11.7969389,-672.4083,330.053741,56.7371826,1.97063923e-06,-0.01856657,0.4603922,0.007787577,0.8874874
55,631dffa1-850c-4bee-8a1b-4942aeb6e3a6,-383.35498,15.0117779,-669.2969,338.9493,51.123127,4.77310467,0.05019284,0.4647994,0.0184971,0.8837987
56,871b3277-037f-4da1-afc7-3098e5f53378,-379.560333,17.5130882,-666.807739,333.4,52.40796,357.5121,0.05870463,0.485078,0.01975932,0.8722744
57,f295f652-1bbf-4d4f-9a48-42ef4eb3d842,-375.7657,19.9516735,-664.318542,326.654175,49.23697,355.3836,0.13475,0.47568,0.008848026,0.8691908
58,4d7c933c-2a14-4b76-831c-9d5c2ba4ab84,-372.919678,21.7394524,-662.45166,329.522125,65.22931,3.02830267,0.09918515,0.467867,0.007189471,0.8781862
59,35e921c9-3a3a-4a30-8f36-9db73f8e0407,-371.022339,22.911705,-661.207031,336.594543,64.98346,1.1196245,0.04421479,0.3971342,0.04928423,0.9153691
60,84036502-e9ed-41d2-bcce-6963dabb22d5,-368.176331,24.6406822,-659.340149,339.546265,53.7000961,354.906372,0.1072341,0.5163237,-0.04853585,0.8482658
61,aa344ba7-59b3-4642-b346-24c4346588d3,-364.381622,26.8911037,-656.850952,329.1971,55.2130356,350.360321,0.06837018,0.4871121,0.01495764,0.8705306
62,d86fd338-2bbf-40e6-bdc3-1bdd6f3b386f,-361.535583,28.53776,-654.984,342.433929,52.2941437,7.497241,-0.08768645,-0.4293044,0.1237253,-0.8903375
63,050b2824-4cfe-4d5d-be82-fea2d7909a87,-357.740845,30.678421,-652.4948,325.2333,58.77845,0.220456973,-0.04150166,-0.4252351,0.07857781,-0.90071
64,8534b9ce-dee8-482b-9108-6ea05121f6b2,-354.8948,32.2427521,-650.627869,336.860138,61.7663155,1.60951781,0.1393052,0.5347856,-0.06637732,0.8307782
65,7e4de951-f101-495c-90c6-a0b78e0be6dc,-352.9974,33.26604,-649.38324,342.725433,60.3304749,359.162659,0.1378319,0.4121468,-0.04644103,0.8994336
66,533ccfcb-c21c-43ee-926a-bf622011c4b2,-349.202637,35.26557,-646.894,340.060425,54.0454826,358.2088,-0.01695102,-0.4899516,0.07231829,-0.8685794
67,b63ab881-20da-4c33-9f8f-d22d9225f5fd,-345.4078,37.20239,-644.4047,328.259644,59.981575,0.340598643,0.04657986,0.4344477,0.01631969,0.8993437
68,3b5e0008-d3b3-412f-aa01-88d82e8c3269,-343.5104,38.147274,-643.160034,342.554382,57.6432533,7.956299,-0.01892382,-0.5112914,0.09480067,-0.8539531
69,64afa71b-e8d6-4844-a54b-9e5e2b94b553,-339.715546,39.99,-640.6707,345.0194,47.300705,9.128278,0.07248631,0.5457113,-0.004672136,0.8348192
70,0bf85a09-35af-4b96-bca2-d1ae0f286699,-337.8181,40.8878441,-639.4261,333.235352,60.8278427,359.215759,0.1581834,0.5118873,-0.09292641,0.8392342
71,2475dba7-d674-4626-9c0e-b94519bb93ca,-334.023224,42.6364822,-636.936768,349.1461,51.5292854,351.7625,-0.1275907,-0.4129345,0.1219511,-0.8934951
72,b79ae9a4-a37c-4a2a-9fec-c7e88f8e35a8,-331.177032,43.9068,-635.069763,348.484283,53.48188,357.515045,-0.08756098,-0.4793372,0.1027123,-0.8671904
73,74c39341-6d11-47fb-8901-685cfa6b0b5c,-328.330841,45.1418381,-633.2027,334.360474,58.5202827,352.8126,0.1321993,0.4695688,-0.04084142,0.8719866
74,d1c8e729-10b7-498a-8d65-fdcd8355b88a,-326.43335,45.9455948,-631.958,345.900574,58.39962,354.864044,0.2104802,0.4116212,-0.04035592,0.8857977
75,7ee58267-04d0-4872-a907-8234746283fc,-321.6896,47.88637,-628.846252,337.12796,53.0482063,352.650024,0.09065938,0.5262412,0.0283667,0.8450127
76,6f54bded-8d85-41ef-be64-4d3254d08b17,-318.843353,49.0037956,-626.9792,348.871765,47.3466721,7.219687,0.2042945,0.3907099,-0.08210599,0.8937943
77,fead6c85-3e3d-4523-87f5-a17a1af383fb,-316.9458,49.7291374,-625.7345,345.283234,57.7992821,6.156649,-0.1396753,-0.5026975,0.1011928,-0.8470809
78,a71cfe74-5687-4e89-8dc5-3b5dbd249ead,-313.150726,51.132782,-623.245,337.17688,47.56573,1.51865816,-0.03983234,-0.4082446,0.09886451,-0.9066287
79,ed075c5a-4435-4ec3-854e-41c6a00869c0,-310.304382,52.14435,-621.3779,340.8013,60.6461,7.603881,-0.1459215,-0.526987,0.1819005,-0.8172539
80,cbc6bee9-4185-445c-a15e-039b1de55436,-308.40683,52.79912,-620.1332,344.639832,59.2532578,9.582089,0.2308908,0.4593195,-0.05757689,0.8558037
81,390cae19-1585-4bfd-956a-8d8c28140110,-303.662842,54.36744,-617.02124,353.808228,55.1365967,4.921139,-0.1213617,-0.5231912,0.1333605,-0.8329209
82,9764a1b0-1623-4dd8-98ac-d3ca718fe396,-301.765259,54.96732,-615.7765,349.214172,57.898,353.239532,-0.2017819,-0.43949,0.1869351,-0.8550953
83,668056ae-e788-4dc3-b2aa-46ece2bc02d7,-297.97,56.12003,-613.2869,348.9784,66.25621,357.16394,0.2029713,0.5114598,-0.06389393,0.8325438
84,3aed07b4-c965-4329-b247-2b3a6e711aed,-294.1747,57.21,-610.7973,341.444,51.67133,353.715363,0.1211788,0.4557298,-0.05531545,0.8800944
85,a85af4d1-533d-4266-a67c-0aa80a00094f,-292.277039,57.7314568,-609.5525,344.5556,66.54479,354.809174,0.1643668,0.4139647,-0.03402147,0.8946839
86,8913db6f-7ad4-49b8-9680-7b865dce0994,-289.4305,58.4842339,-607.6853,346.9642,62.7443466,0.287707359,0.1677844,0.4236697,0.008277617,0.8901033
87,536eec23-0b9e-40d4-bfef-f37fe846ac5d,-284.686249,59.6604347,-604.5732,357.441925,57.9499626,356.918579,-0.09579742,-0.5002825,0.1345695,-0.8499596
88,83e20202-c405-4d6e-bfff-6d807e9dbbfa,-281.839661,60.3190956,-602.705933,340.8778,57.98018,350.2509,0.1655529,0.472778,-0.03713346,0.8646932
89,4706c138-b79e-4172-841b-5075d5508117,-278.044159,61.1424141,-600.2162,351.215881,56.78797,5.919276,-0.1681546,-0.5045089,0.1028357,-0.8406066
90,e22a5cbc-0489-48d4-848b-1ca19fa13268,-274.2486,61.90298,-597.7264,359.7358,59.8199577,351.375641,0.1552928,0.48758,-0.04244797,0.8581073
91,d95a51d5-4510-4874-b7d8-502d27c3be5c,-271.4019,62.43222,-595.8591,358.759521,54.95559,7.59545326,0.2840438,0.3832151,-0.07060608,0.8760593
92,3760b6a4-6ef0-4eed-9fb6-d727e8fc8636,-267.606232,63.08297,-593.3692,357.351257,48.8186264,4.32333136,0.1871071,0.4258926,-0.02108611,0.8849643
93,9b25ff74-74f4-4b65-a209-9f9a722ef69d,-263.810516,63.67096,-590.879333,344.003357,64.69902,0.3966471,0.2199742,0.4268213,-0.07821642,0.8736802
94,13def912-c453-4bc0-a4ef-feb2c8149393,-260.9637,64.07076,-589.0119,359.818848,57.9991264,9.074564,0.2020749,0.4065228,-0.01678418,0.8908554
95,8bd1c5fb-a407-4b0a-be38-030d21e7ba07,-256.218964,64.65866,-585.8995,348.669281,47.6685867,356.812256,-0.1949011,-0.4634179,0.183958,-0.8446401
96,ed9d09a6-eb4a-499f-a68d-dcd4f305b649,-253.3721,64.964325,-584.032043,348.87088,47.6133537,359.951874,0.1925941,0.4232498,-0.07518619,0.8821078
97,02e1cdc0-836e-467b-852a-767f9adb2d8c,-248.627258,65.3953,-580.9195,356.7417,56.72861,6.708877,0.2993401,0.3670894,-0.02421799,0.8803718
98,4f1856d0-b892-4c22-9621-e6fea1c08f94,-244.831314,65.66949,-578.429443,349.321625,64.9168549,355.2453,0.1931375,0.4382879,0.07665402,0.874486
99,54b1ba65-43e4-4a48-97e7-da9b28b76cc6,-241.035324,65.88089,-575.939331,4.44697142,51.579216,8.430639,0.269326,0.4240621,0.09475338,0.8594513
100,07eaea61-c52a-413f-a1f6-d1de53eeaa7f,-238.1883,65.99825,-574.0717,349.366821,49.75994,0.07827336,-0.2841676,0.5863862,-0.4122495,-0.6367499
101,ca577ed7-7d44-4e11-9749-ebb2b0c84ba6,-235.341217,66.08029,-572.2041,354.539429,54.43101,358.381042,-0.1698079,0.7293904,-0.4394523,-0.4960206
102,708400aa-77c2-4654-a7de-64ee0ab19068,-230.596024,66.13856,-569.0914,4.12155533,64.8810654,352.481079,0.1451224,0.7884747,-0.5175302,-0.2990146
103,649aea6e-daa7-46f6-a6b8-5bc35c04896d,-227.748856,66.12643,-567.2237,6.68194628,49.79932,7.66442442,0.3060818,0.723825,-0.5716085,-0.2359131
104,43050df2-c742-4e69-9545-015797c51dee,-223.952591,66.05532,-564.7334,0.9342476,54.3856773,1.92927825,0.4999082,0.656177,-0.5298725,-0.1968719
105,bbc0b0cd-36fb-4b50-95d0-fe514bd6eff9,-222.054428,65.9962158,-563.4882,7.42763948,62.90227,5.879222,0.6870507,0.4425753,-0.574888,0.03990042
106,fc647403-75ac-4d31-b947-81ec1489daa9,-219.207169,65.87813,-561.6205,4.33648872,47.51151,359.195465,0.8176581,0.2342337,-0.5258369,0.008086443
107,86dd1db2-d2c8-47f3-8705-557b8c37ef86,-215.410767,65.66574,-559.1301,8.728953,61.4976234,358.5242,0.9122838,0.1084545,-0.3729535,0.1299289
108,953c52d7-10ff-418f-a54e-a11ceb2ec5db,-212.563416,65.46524,-557.2623,357.700348,54.8406525,359.812317,0.847604,0.3454857,-0.4024552,0.01538885
109,33de8760-5d12-4443-8905-5adb9dec643b,-209.716034,65.22941,-555.394531,4.101632,55.6442337,4.563184,0.7950962,0.4059539,-0.440164,-0.09632835
110,c6282020-9ee1-41b2-8c33-91e89b404cb8,-205.919479,64.8600159,-552.904053,4.775025,58.3771172,5.26384,0.4801816,0.71132,-0.4383999,-0.2669364
111,fdc34a63-22a6-4dae-b062-06c8ff80eb41,-204.021179,64.65178,-551.6588,13.051652,58.3521843,8.475381,0.4316676,0.8030178,-0.3456024,-0.2222264
112,650cc815-7b27-47c2-aeba-d1cbf0368498,-200.224548,64.1881943,-549.1683,9.64125252,56.61254,6.139463,0.147181,0.8946344,-0.2646995,-0.3284831
113,9100bf54-8df6-4ede-966c-af8dcc4c90b7,-197.377029,63.7992859,-547.300354,2.39570713,47.05825,7.20700836,0.07560113,-0.9078096,0.1046669,0.3990127
114,793b1356-2f33-44a5-bc40-494366e9bb03,-194.52948,63.3750458,-545.432434,13.41759,62.8529663,1.67265487,0.2125955,-0.8826919,-0.07061669,0.4131242
115,c86646fd-53ba-4b12-8976-fe0faa526b4e,-191.681885,62.9154778,-543.564453,5.99631929,58.73923,5.345412,0.3679096,-0.8104132,-0.07952572,0.4489419
116,ebacdc3a-e729-4331-bf1a-1f50984751be,-187.885071,62.247757,-541.0738,15.2108965,50.3287,351.3562,0.6854836,-0.5378532,-0.3562764,0.3374809
117,74633aff-c15a-4921-ae09-761cf87940d3,-185.986633,61.8903427,-539.8285,8.139862,50.10617,353.838165,0.7630503,-0.4331289,-0.3872663,0.2831581
118,9f4bb83b-6ff6-403d-aff2-05c3292fb3af,-182.189728,61.1284,-537.337769,17.6053429,65.90056,2.32737732,0.8355613,-0.2901588,-0.3517786,0.3064263
119,5f782485-32f7-45da-92a8-39fadb17eb35,-179.34201,60.5157166,-535.4697,16.63192,49.50019,1.79856575,0.919373,-0.01574184,-0.3868748,0.06952199
120,e7ac69e6-bd92-4dcc-bc5c-b64857ca6444,-176.494263,59.8676949,-533.6017,5.75711,58.5366554,353.709442,0.8167848,0.2964504,-0.4884525,-0.07996169
121,38535497-b27d-4c39-9c15-7256a697f0ed,-173.6465,59.1843338,-531.7336,3.991157,51.70768,4.01380444,0.778612,0.4415159,-0.4327972,-0.107302
122,011801aa-0e5c-46b1-83a3-6e12a62e2463,-169.849426,58.21822,-529.2428,7.42692757,61.2834435,351.7342,0.4463467,0.729732,-0.4072497,-0.3200209
123,dd4db5dc-692e-431b-a89f-8fe1ec1c9307,-167.950867,57.7116,-527.9974,7.245739,66.6054459,4.12234735,0.4658246,0.7448432,-0.2793663,-0.3875182
124,a5b3d52c-b7cd-4353-ab19-7b44136f081d,-165.103012,56.922226,-526.1292,21.1396,62.8302879,0.366744369,0.3284478,0.8652249,-0.2343449,-0.2976411
125,cefc26f4-b6c4-47ee-baaa-36d956c30ec1,-161.305832,55.8147469,-523.638367,19.19104,48.4501953,353.155518,0.156082,-0.8882517,0.0518881,0.4288997
126,90621cab-31f9-4548-b70b-a6fc1ae079cb,-158.457916,54.9429054,-521.7702,14.4971447,57.1522827,354.4164,0.195252,-0.8808998,-0.01008382,0.4310343
127,03e2fd55-f886-43cb-803e-924b2fc8a535,-155.60997,54.03572,-519.902,15.5992785,57.0369225,3.1500473,0.4022711,-0.8238426,-0.1393305,0.3742302
128,3d4bf960-dec5-49c7-a9c2-17763d78498b,-151.812683,52.7711639,-517.4111,23.9606037,51.2059555,6.394876,0.7444783,-0.4775897,-0.3600019,0.2967473
129,b7d914c6-7ea4-476e-b389-0615b0b3820b,-149.914017,52.1153221,-516.1656,7.08612728,64.3412857,8.306083,0.8090683,-0.2915125,-0.4419152,0.2552254
130,b81e60c2-975f-4ec1-861d-de80e12a918b,-146.116669,50.75651,-513.674561,25.4265518,47.4079552,0.816386,0.9144477,-0.06098936,-0.384167,0.1117207
131,0d32e4b1-f8e9-48fe-9a71-237c46a0cc94,-142.319275,49.3348579,-511.183624,19.7776756,61.0445442,358.111664,0.8577153,0.1266621,-0.4890226,0.09559317
132,0b6e0b11-760e-44ae-b8d2-94a5b5611d61,-139.471191,48.2273865,-509.31543,8.797811,47.8248634,351.4605,0.7282596,0.4661081,-0.4528887,-0.2174236
133,0309b7cf-e5bc-45a8-874c-fe012b31f954,-135.673737,46.6957741,-506.8245,25.4820461,63.5573235,350.851929,0.6250582,0.6278419,-0.3961476,-0.241213
134,1ffbf375-7a77-4a5f-8357-aa481dc64d4c,-130.926865,44.6928825,-503.7108,26.6209984,58.1746,7.2975297,0.3052965,0.8047519,-0.3163244,-0.3988824
135,c0f6404b-d69f-4e40-ba21-05438024c658,-128.07872,43.4440155,-501.84256,19.9814224,63.24449,354.1881,0.122969,0.8727227,-0.139863,-0.4513002
136,1658d263-16a5-4b62-9cea-b911c830f133,-123.331764,41.28402,-498.7288,30.6237144,51.79106,350.4795,0.2410522,-0.8426386,0.04646934,0.4792647
137,9ea0453e-7e8f-4952-9ae6-0278e5834e4f,-120.483566,39.9408951,-496.860535,23.7861,64.4666443,6.35172749,0.3987957,-0.7831318,-0.1862855,0.4392771
138,07274f31-bf41-4861-8221-9be8c50f681a,-115.736542,37.62379,-493.746735,15.2906322,54.856308,0.777188361,0.6903574,-0.5915866,-0.2891363,0.2997201
139,47a48b5f-d9a5-4c85-a1cb-64a8d60f5186,-111.938889,35.69941,-491.255676,18.80087,50.41416,4.55672932,0.834655,-0.3974328,-0.3218691,0.2044469
140,a34af604-ba48-46ef-83cf-634302971da6,-107.191788,33.205555,-488.1418,16.9583778,52.3174973,9.44142,0.9192776,-0.007169604,-0.3441513,0.1908853
141,bd82d65d-2ee8-48f7-abda-6edcbdc88b19,-104.343513,31.6621056,-486.2735,17.30711,59.7419777,351.997955,0.8692222,0.206846,-0.4451301,-0.05938743
142,9f8597d8-1f76-4bac-8e2c-bd536f2fc49a,-101.495224,30.08331,-484.405151,18.74862,58.2603455,5.59492159,-0.6411116,-0.5998435,0.346808,0.3299818
143,44e2a5d8-4168-4f74-bcc1-9e1b0947dfdd,-96.74805,27.3734226,-481.29126,22.7348328,61.9018478,359.8001,0.4101413,0.7504299,-0.3187878,-0.4086725
144,1d9ac011-a9fb-4d7c-b737-5c02c902025b,-93.89973,25.7003574,-479.4229,17.93328,59.9588242,4.737942,0.1610737,0.8859937,-0.1114829,-0.4202879
145,b8545b3b-63e0-4cf9-a4f2-2a7e59bf2caf,-91.0514,23.99194,-477.554565,33.49012,49.2008934,6.47097445,0.2391874,-0.8624869,0.04630668,0.4435779
146,5bd5f292-79d5-40b3-9350-6a43d9a6feef,-86.30416,21.0660229,-474.4406,20.4339352,52.7494774,7.484045,-0.4941166,0.7862097,0.2064162,-0.3084079
147,a4316cd8-b834-462f-a3f0-49b8c2c0d5d2,-83.45581,19.2633362,-472.572235,26.81705,52.8568573,3.282896,-0.7031668,0.5516368,0.3536767,-0.2759821
148,7695613e-7d6c-4c35-b0af-a00e1d2300f6,-79.65799,16.8047657,-470.0811,21.9430771,50.67493,8.330783,0.8907521,-0.1980696,-0.3556291,0.2021314
149,a5a61078-1156-4d57-b597-bc767b9cd37f,-76.80962,14.9195938,-468.2127,29.9828987,55.18572,351.3604,0.866726,-0.0798227,-0.4863181,0.07687052
150,7bc9bde7-4bb0-4715-9ecc-99e375c6f1ec,-73.77087,12.8654709,-466.219421,23.7923145,51.665844,1.90305126,0.8201838,0.3442873,-0.4504345,-0.07663937
151,9ccd06cd-bd81-49a0-9d63-f12c12228f36,-73.79174,12.8124123,-466.234253,33.0138321,48.8957367,12.1946411,0.6853087,0.553874,-0.3872087,-0.2713761
152,27a8a3cd-0595-4acc-9a59-909b4472f931,-73.8193,12.7373152,-466.2558,15.699914,55.7935181,18.3681736,0.5261914,0.7446589,-0.3359764,-0.2360627
153,878aabc8-dfec-479c-b310-68909ac16406,-73.84861,12.626009,-466.2868,22.4937439,57.5847321,25.0566521,0.2479573,0.8286859,-0.2361079,-0.4427752
154,f509e7d0-2d90-416f-a526-9a1331fcb535,-73.3723755,12.7525063,-466.068848,57.710762,286.397217,21.0342216,0.1074085,0.906584,-0.07363212,-0.4014312
155,16ef1fa0-660d-49c1-86d2-82fcc78c36ff,-73.31946,12.84711,-466.016418,54.04917,258.03717,18.701376,0.1274239,-0.8791333,-0.05971373,0.4553262
