sequence_id,trans_x,trans_y,trans_z,RotQ_x,RotQ_y,RotQ_z,RotQ_w,RotE_x,RotE_y,RotE_z
ed271079-8a91-4392-8f67-14b3d684685d,-0.056156468,0.009781313,209.2775421,-0.130560651,-0.586380541,0.037276801,0.798575282,-42.19591383,-67.94197441,34.48922713
596b3e23-9fe3-4b7a-a2fe-9831f29ca1e3,-0.054083098,0.005889299,211.9326935,-0.089319147,-0.541266322,0.046052989,0.834824562,-26.55729119,-63.57246193,22.95556411
395fd94b-e608-4310-b599-a1c65e38aec6,-0.047805373,-0.000938403,213.3255768,-0.003639514,-0.45204103,0.024781996,0.891645491,-2.797708197,-53.70115034,4.600621365
93fa4bcc-f5b1-4921-9cb9-2679b8827c4a,-0.05424368,-0.006154147,215.4556274,-0.050644871,-0.549372971,0.169650272,0.816604674,-34.52171122,-61.64927191,44.47990397
2723a175-244a-494b-a148-d53f97445edc,-0.052611973,0.001171972,217.6834564,-0.068054453,-0.514749229,0.093098015,0.849549592,-24.65170162,-59.53494939,26.75494946
40be1c87-885a-4949-bc63-c78c8ae444ab,-0.046678849,-0.003653355,219.9957123,-0.033538267,-0.437931985,0.138520375,0.887639046,-16.40869141,-50.18889387,25.46517005
aef8cc40-63a1-4063-9643-4a58ca7a2623,-0.054360051,-0.003164731,222.3630981,-0.029857608,-0.548223376,0.093953013,0.830501437,-21.0211443,-64.82194178,26.34454752
cd2fceca-5137-4d73-aa67-2a66f7bd1cf8,-0.045929149,-0.004466439,225.666748,0.002219904,-0.430960178,0.082970537,0.898545802,-6.131848323,-50.79080794,13.46448012
e0089a0c-6283-4c6f-abdd-9da3c609c3a0,-0.050283331,0.005855211,228.2120209,-0.087674581,-0.481870323,0.056021933,0.870043635,-21.6551044,-55.96264602,18.97263803
d1069508-6192-4780-b861-674b173cce43,-0.04895461,-0.000167843,230.8361969,-0.059715837,-0.462568939,0.116280206,0.876893938,-20.59659068,-52.8787545,25.43282048
f5ec4da3-495d-45a4-a5c5-3e3c49365188,-0.046699606,0.000172729,233.528595,-0.059389781,-0.434045494,0.118574508,0.891076684,-18.71820435,-49.4158454,23.83287669
7d9ec0c4-f490-4753-8bd3-f7f0d520512b,-0.04475373,-0.008118616,236.2851563,-0.005656554,-0.423493356,0.173566371,0.889098525,-13.76312951,-48.68497154,28.34276563
354370c4-992b-428d-96a8-ed21a2ea136e,-0.046248041,-0.00435892,238.1562195,-0.028331792,-0.434006274,0.142690271,0.889086723,-15.65658146,-49.78732337,25.53648336
851d24d6-08fa-41b2-8173-5ace96b864fb,-0.051836643,0.001451873,241.9753723,-0.090989277,-0.498856336,0.130804121,0.851911783,-30.44915508,-55.70622923,33.82584457
e90c4aee-169b-4122-a7e8-58fafb678048,-0.040315263,-0.006541809,243.9434052,0.017180229,-0.370637178,0.106005833,0.922548532,-3.7014307,-43.43284455,14.58433556
cf31e783-f5c3-4e09-8926-c40836448fd8,-0.043827754,0.000690297,246.9200287,-0.056998953,-0.399220556,0.115319155,0.90778631,-16.16308922,-45.37074741,21.27291146
5becf039-40ac-4d4c-b063-6efeef3a92be,-0.046546608,-0.009814365,252.0069122,0.066782929,-0.444080681,0.052152559,0.891970992,6.957973759,-53.05188562,3.216162554
8655de83-51a9-4d01-aa14-a641ca139305,-0.047842551,-0.002479897,254.0857239,0.001759522,-0.452644229,0.042865053,0.890658677,-3.458560812,-53.75088278,7.263897438
69ea75d8-d24e-4a45-896a-72ee6df91288,-0.034337711,-0.009254054,259.3982239,0.046699267,-0.312575459,0.108868159,0.942477345,1.429318638,-36.8239794,12.70255526
861e7411-0bc6-4e37-a3b2-b29c0b9505d5,-0.045493353,-0.010442945,261.5470581,0.032934025,-0.436154902,0.134722635,0.889119923,-5.454887487,-51.67092927,19.87493127
9cec1495-e5e4-4686-aeb8-25652c396000,-0.040834162,0.002441927,264.8339539,-0.027789587,-0.370845646,0.013905044,0.928174615,-4.89079593,-43.44406069,3.666033743
5fe15ed4-bbb3-4e41-a8d5-fc31c5708c43,-0.044970755,0.003221028,270.4033203,-0.075187735,-0.411903411,0.098737456,0.902736604,-18.48536607,-46.78863474,20.53787518
56b30a41-be11-4d1a-af91-200cb0141db6,-0.037246216,0.001775464,273.8167114,-0.014082571,-0.332779527,-0.005116653,0.942885697,-1.704196383,-38.87990931,-0.020317974
daa66e1c-a81b-4feb-8796-39cf109f8c8e,-0.032045759,0.002705068,278.4303589,-0.049693678,-0.27858755,0.088314183,0.955049872,-9.737778945,-31.55740868,13.32403443
3d62c10a-69d3-4fab-8a5e-54219d4e00b3,-0.032492928,-0.011674218,281.9364929,0.073219903,-0.296842158,0.097845577,0.947074473,5.661418598,-35.21117013,9.999170372
d6ae5f0f-f5f8-4f3a-902a-4e6e8c30055a,-0.042740799,-0.011403869,285.4772644,0.076042108,-0.401263565,0.067313731,0.910315454,7.219995558,-47.79875885,5.255362073
4a3263f7-108a-4ad8-835e-058756f936ba,-0.037007075,-0.005127982,291.4893799,0.031780668,-0.332583755,0.040105037,0.941684544,2.445829975,-38.97100233,4.011815682
2e628baf-4b4a-42bf-a693-56670e78df92,-0.036606025,-0.00588389,293.9223328,0.012745263,-0.331328183,0.113658942,0.936558008,-3.772801641,-38.57315158,15.15958756
2e4b7cae-64bd-4a18-80e1-bd2cd6314e16,-0.038415544,-0.014699237,297.5997009,0.064838551,-0.368261725,0.176257417,0.910556138,-0.933647437,-43.90801143,22.28699518
891f2d2b-2e4f-427a-a50d-b040ed4e3d10,-0.030663561,0.004366453,302.5733948,-0.071247958,-0.261399955,0.119699888,0.955126107,-13.10876895,-28.83461637,17.6703229
2f8056f1-86b3-41d0-8556-d6ede54ce8a2,-0.039621443,-0.01625281,306.3304138,0.090540729,-0.381773174,0.143471465,0.908552527,4.541562115,-46.02987325,16.01719344
d93c6236-da3c-4f83-bae9-ca89fbab29a3,-0.031084647,-0.007701929,309.8867798,0.048686672,-0.276730657,0.066339605,0.957417846,3.839177684,-32.43574104,6.810327675
5c9bb168-0b73-4921-b157-0b0995a16ffd,-0.043238405,0.005255991,309.8753052,-0.053081583,-0.397143632,0.011030173,0.916153789,-8.875869812,-46.59528952,5.207933837
c4212b6e-359d-419a-8e65-99ae3fad4aa8,-0.029890209,-0.003988733,309.8865967,0.026080456,-0.261913657,0.032570768,0.964188993,2.209181127,-30.44874267,3.268187215
8d300f78-da03-4691-a83f-9d36487103e2,-0.036069963,0.00434175,309.8943176,-0.111860722,-0.30376789,0.218696743,0.920534849,-23.20201644,-30.68584591,33.17632453
fd8ee265-165a-4546-bc90-ab8da771b3d3,-0.032686222,0.018046575,309.9064941,0.198309883,0.268380433,-0.123937525,-0.934497058,-29.35433613,-26.90068173,22.2782959
9f34203d-3104-4d39-b4c7-44bdc1268b65,-0.042990044,0.013221264,309.9167786,0.210486397,0.360456735,-0.207268924,-0.8847633,-38.6950687,-33.4070291,38.39898087
f0563a34-dbfc-46d3-adf7-344259e75039,-0.032545365,0.022403436,309.9104309,0.315443814,0.166770756,-0.432876199,-0.827829063,-41.80921079,-0.172983043,55.2766842
13d3fc3d-5e6b-4a1f-9d35-f5c688839592,-0.038380776,0.029550884,309.8894653,0.426600546,0.171627864,-0.450603455,-0.765187919,-54.44805437,6.99600875,57.38345452
f3f2ce25-378e-47e2-9407-de4b719cb46f,-0.042130228,0.026251923,309.8753967,0.454910964,0.137223065,-0.580263317,-0.661453426,-54.22173686,20.26745452,72.06136008
6ea21867-8c3d-4e17-ab69-71dfdec57680,-0.040173188,0.028967751,309.8618469,0.473899603,0.014799107,-0.697654247,-0.537102401,-43.9028225,40.19107371,88.04054566
785715e2-2055-4276-bec9-d6d19a73c2c1,-0.034810439,0.030256892,309.8513794,0.429173648,-0.03826749,-0.730924249,-0.529240549,-32.35783033,41.9045845,95.50735383
057c7a63-6250-4c5a-b923-039fcb5dba26,-0.036125559,0.029178159,309.8344421,0.405510932,-0.156954616,-0.857534587,-0.274883002,4.253691451,51.42269516,146.5023837
081e05a1-f906-4411-8822-7b6150820584,-0.033924229,0.026849527,309.8140564,0.327171564,-0.225904241,-0.915632069,-0.059529968,28.72186786,38.75810469,-177.1476993
0feb96f5-cd51-4d08-b04d-687a71eff309,-0.034382638,0.031268474,309.7916565,0.263009101,-0.346647471,-0.885247767,0.16431126,48.4144247,20.59379381,-149.6313472
9ad2641f-f721-4169-8168-c5e4264fb553,-0.04458715,0.015411462,309.7718201,0.305585414,-0.321930915,-0.795309186,0.412869811,51.59550252,12.7230493,-118.9601563
afa30ad7-c175-4351-8946-f5dcb86d7a70,-0.039793976,0.029000247,309.7494812,0.132435679,-0.452077866,-0.698709011,0.538416445,54.31249504,-17.56239772,-113.8263765
4516d932-ce8f-47e8-bf6d-bfaebb809277,-0.041038115,0.023639057,309.7330322,0.080937773,-0.438868493,-0.579892099,0.681593001,45.82762951,-30.29079215,-93.83554384
c4d05d72-ea28-4b5b-b302-541cc3cc0e99,-0.041373111,0.028115062,309.7101135,-0.066210553,-0.476308048,-0.388180256,0.786169827,26.30302774,-53.16078647,-65.89264639
5437f8d9-027d-4acd-914a-58f8dfe884f8,-0.039709117,0.021763209,309.6910706,-0.09277869,-0.410465807,-0.250035435,0.872004986,3.849433712,-49.66313489,-33.78082124
3882fda9-e7a4-40e9-afc8-78bb4b0fa867,-0.041083481,0.02685952,309.6669617,0.261720121,0.388051599,-0.012554709,-0.883606911,-40.04913655,-42.78102976,17.87725796
d97bdefe-7702-4401-917d-fce441158d98,-0.044566337,0.014541681,309.6572266,0.242444873,0.367283225,-0.237949744,-0.865854263,-44.14517158,-31.375729,43.72745534
8659c9fd-35f3-4d6d-989a-50c59e4ff57e,-0.037367657,0.027904706,309.6320801,0.397827357,0.181326672,-0.432762295,-0.78839767,-51.77401972,3.348799446,55.90046917
983f96c2-3d59-4de4-bb04-df5567166762,-0.036646735,0.015898876,309.6205444,0.320184946,0.166454777,-0.587769151,-0.724087059,-41.7191422,7.777941757,75.16740106
bba78533-ed49-435f-aba6-a0d947f2c812,-0.030374933,0.032080192,309.6035767,0.405998647,-0.038213074,-0.68697691,-0.601471424,-33.14883571,37.14191926,86.17294968
7aab7d94-d675-4f05-8a2e-d293a5197718,-0.03839187,0.014049059,309.5760498,0.371023953,0.01079677,-0.862343788,-0.344366074,-20.72840701,39.23216366,129.0039531
88a7be27-ff82-426b-a827-562e78324f68,-0.043825265,0.017413877,309.5556641,0.436977744,-0.075568438,-0.877119839,-0.184392571,-2.697687544,52.60166194,154.922227
4e33422b-adff-4184-a404-55fb513d5015,-0.036609564,0.020069081,309.5429077,0.324827433,-0.198314801,-0.923742235,0.04311296,29.04052414,35.66279226,-165.1309403
c36c4f5b-4eb4-40fb-98cf-97d99bb06953,-0.036752261,0.028300077,309.5124207,0.260931939,-0.346746862,-0.868450999,0.239737242,49.40336076,16.67586037,-141.4219309
254292d0-2501-4d50-a7dd-788c9ebdb209,-0.033657089,0.018241921,309.5081787,0.16968523,-0.299095243,-0.796249807,0.497729987,40.20079694,-1.576616819,-116.5585943
7d7507cf-643f-4f1a-8ef3-2e6771d02a16,-0.032300863,0.031897284,309.4822998,0.004216313,-0.421976835,-0.64366889,0.638442099,40.43421585,-32.23463087,-102.6157517
101c9a83-4676-40f9-a848-a874ed510112,-0.045117155,0.019271065,309.4520264,0.051202875,-0.464908242,-0.434156388,0.76990062,40.62504445,-42.17567988,-75.08569687
b3898f12-e06d-459e-9e32-71a06d0ed386,-0.037084352,0.024351874,309.4198914,-0.216850311,-0.348493338,-0.021879641,0.911619306,-29.82496889,-40.15635145,8.369728777
b516819a-1446-4e6c-8ba7-a64534c72961,-0.03778315,0.031348553,309.3187561,0.461673647,-0.07539916,-0.761967242,-0.447859883,-27.9700232,50.45248291,105.724482
10191d4a-d6db-4d58-afb5-0cb28c42e1e5,-0.032052018,0.029702988,309.2805481,0.3096084,-0.256814986,-0.914140522,-0.050359629,32.9464411,36.29317793,-175.2350725
7cd4f595-9745-4c3c-b5e8-63e413d07f97,-0.033516541,0.028652951,309.2674866,0.243816093,-0.325143903,-0.891824961,0.198705018,45.30497386,17.79829767,-147.4009801
5dcb0fed-e3b2-4e30-bf01-89554dd79ddd,,,,,,,,,,
