sequence_id,trans_x,trans_y,trans_z,rotat_x,rotat_y,rotat_z,rotat_w
5dbae751-8806-4d42-aa18-810a8d176faa,0.08995457,0.055362549,110.0414734,0.107558079,0.512194991,0.586273253,0.61836189
a6443c69-d28d-458a-8e76-8385d1191311,0.095174514,0.034296051,110.3832932,0.14984566,0.466467917,0.53232193,0.690353274
147a6f84-ac22-4ed2-a4ef-90dd20e16105,0.089689322,0.031411234,110.7291946,0.150822863,0.422988951,0.561370254,0.695123255
b9819798-1da6-4a85-9f4e-0c266352f213,0.098651081,0.01569234,111.0619202,0.230558485,0.422145307,0.535935044,0.693837106
fc208653-933e-4643-951e-c31b7653e988,0.090970717,-0.018962331,111.0717239,0.283514947,0.331067234,0.433598846,0.78867346
24b2ca8c-7f5d-4890-ad52-2470776da711,0.092306815,0.01013295,111.4143677,0.158858851,0.405549556,0.417838514,0.797310829
cc5c563c-e9ab-42b5-9e55-55de50fa2557,0.089625761,0.033566806,111.7558975,0.151850805,0.427141488,0.57422632,0.681729913
8df6789c-adc2-4671-aa1f-633a3ef0f2cb,0.086509995,0.01893859,112.1126633,0.144478738,0.383563966,0.496654481,0.765074492
b229d679-2091-43c2-a6e4-336e3379e9f0,0.082531899,0.064448163,112.4397049,0.083070159,0.509568572,0.628869474,0.581345439
680ab889-1d6b-4999-b51a-09f0ea15ccbf,0.094495624,0.049229171,112.7888184,0.09544377,0.522292912,0.52019912,0.668949544
bb207011-4022-4690-897c-a26c3aa95860,0.103193626,-0.001559751,112.7952042,0.252279878,0.437342256,0.419969082,0.754130423
991f7fbe-79e5-4b18-854f-276656b2f94a,0.101917468,0.029146209,113.1450348,0.108567305,0.515080512,0.397379756,0.751661241
4d97d11b-50c3-4ec3-bc09-9f9a5034abe8,0.103476852,-0.001741076,113.5070496,0.221222237,0.456075102,0.363173097,0.781768262
16bfbe12-76a0-4b5a-8011-d55955c937af,0.103442684,0.005571134,113.8662033,0.259127319,0.436479628,0.479075104,0.716118515
676e1fae-5410-4340-b981-f180b600682c,0.093675666,0.025174232,114.23806,0.150735602,0.43640238,0.497292101,0.73452878
9694266c-2d52-4cfa-bf0a-579183ca0339,0.094365314,-0.016235832,114.6030502,0.305791944,0.334997594,0.480620384,0.750514567
c6a79a3a-3ad9-4c70-9c98-4020699e5251,0.108351722,0.010228653,114.5800552,0.282869279,0.472039372,0.494699389,0.672633886
6d905e6e-4119-4c43-a1b4-e723f15ca4d2,0.085499175,0.012071864,114.9794006,0.153570578,0.366365641,0.469676614,0.788413823
8468a7cf-2f11-4680-9068-10a1f94b2720,0.101059243,-0.021018473,115.3231201,0.278613657,0.421103835,0.319722235,0.801762819
683ab94f-706d-44aa-991f-843dbc4e57bc,0.094424725,-0.004169794,115.7048035,0.221574232,0.386768699,0.410334677,0.795575678
eaa22949-f67a-435f-b20d-99d0dd0fdd97,0.104919374,-0.005978002,116.0579224,0.234357774,0.463122725,0.341971815,0.78335768
a7b4be64-7442-4195-9062-2c7c4cc31f34,0.112309702,-0.002984427,116.4120331,-0.255857676,-0.525800824,-0.335439235,-0.738614261
1b09a5f3-2af7-4f0f-9867-5cb9e6286774,0.113312259,-0.025497993,116.3977051,-0.370153189,-0.515171528,-0.302244961,-0.711500585
02020464-34a6-4420-b231-6f3b4efcbdb3,0.106871903,-0.031461056,116.7873917,0.337630838,0.465274364,0.274007857,0.771002531
7a8ee0a3-7c1e-4584-8256-315a58a60be3,0.099410713,-0.033497892,117.1761017,0.314822674,0.410970241,0.276171088,0.809765279
f3f7e0ca-4e14-4595-9bdd-cc02d5e87573,0.098086186,9.31E-05,117.5626373,0.265249282,0.386523575,0.500581026,0.727778196
ce64df6a-b06a-4cb6-8a41-d5c11ebf6bc6,0.097597636,0.029502431,117.9326935,0.125119105,0.479558229,0.453136653,0.740969896
af067650-2992-4476-8730-09ad41779262,0.088071249,0.003770201,118.3287354,0.184595898,0.363364786,0.448077261,0.795686841
7d54d956-f4d5-405d-9ea3-ffa9cbc2ed3b,0.085760392,0.050171684,118.3140945,0.059021983,0.473766863,0.534082711,0.697722793
0a83c103-7b58-4e57-9241-edc4e25e68ad,0.075443245,0.059273358,118.697197,0.038152643,0.453291148,0.60697186,0.651657045
535a795b-8249-497c-94f3-d82366ea945c,0.094178431,0.021699024,119.0752411,0.202531129,0.412246019,0.560731888,0.688922524
35788ed2-a672-46bd-b92d-54e67ce37935,0.065127008,0.055197716,119.4686203,0.029888736,0.390606105,0.646777034,0.654379785
26d3eaf2-813a-46ff-bf52-207595f3329c,0.070157886,0.056213312,119.8441086,0.112966806,0.402179569,0.73873204,0.52892828
adc4296e-798b-4957-8df8-5ed37dcaf2c2,0.059059571,0.040028088,120.2426605,0.086273126,0.305727899,0.7253021,0.610757172
108c6446-675a-460b-ae81-e239b57fe639,0.06184271,0.048499987,120.2367249,0.031131256,0.353534639,0.639359653,0.682102323
2ac58b63-fcdc-4cd6-bb4a-1d148bfc5142,0.040816393,0.065402851,120.6196747,-0.08752469,0.335922152,0.644795239,0.680980861
7dc18c32-121c-4dcf-8c9f-51b55deb2367,0.038433086,0.027921157,121.0203934,0.017024232,0.204230785,0.639089286,0.741326332
7499e93d-9c69-4935-bc1d-c9bd6266d607,0.047350548,0.055037521,121.3880234,0.01421392,0.323755622,0.743483186,0.584989846
82d9de40-7b65-431d-ac43-92930411f3e9,0.054990593,0.016491029,121.7809525,0.127021268,0.215695828,0.710348487,0.657834351
c244a8d9-6a68-4ec0-978c-94dbbd45404b,0.044573974,0.070088819,122.1449356,0.026065975,0.378055185,0.813253284,0.44160381
