,sequence_id,c1,c2,c3,c4,c5,c6,c7,c8,c9,fov,RotQ_x,RotQ_y,RotQ_z,RotQ_w
28,121672b1-3486-408f-a108-f6aacfaa5495,46.5526772,0,0,0,74.48428,0,0,0,-1.00015008,1.542843461,0.002072329,0.9921039,-0.124306388,0.016539505
29,0371abc1-5d1b-4e6b-84aa-68edc0be8bc8,46.4177933,0,0,0,74.26847,0,0,0,-1.00015008,1.547302842,0.002287618,0.992214739,-0.123145975,0.018431855
30,e899ca5a-64e0-4ede-b542-f3386477d983,46.284008,0,0,0,74.05441,0,0,0,-1.00015008,1.551751852,0.002499567,0.992320538,-0.121985078,0.020333402
31,5b89c655-f488-4934-944b-62cf075e8dde,46.1512833,0,0,0,73.84206,0,0,0,-1.00015008,1.55618906,0.002708144,0.992421031,-0.120823748,0.02224413
32,3c9a208a-860f-4f01-9ed9-04aecec194a8,46.0196762,0,0,0,73.631485,0,0,0,-1.00015008,1.560615063,0.002913322,0.992516339,-0.1196621,0.024164042
33,f8fc409c-93f7-4809-8f62-c32004b06bdc,45.88915,0,0,0,73.42264,0,0,0,-1.00015008,1.565028071,0.003115071,0.9926062,-0.118500195,0.026093118
34,1bcb55cc-c275-4e2d-a981-4803161860dd,45.7597351,0,0,0,73.2155762,0,0,0,-1.00015008,1.569428802,0.003313362,0.992690861,-0.117338054,0.028031353
35,8bc3df04-1ae2-4a14-9f4e-0c4a2d7293cb,45.63141,0,0,0,73.0102539,0,0,0,-1.00015008,1.573816299,0.003508168,0.992769957,-0.116175838,0.029978732
36,6abaa6ab-c889-4ecb-93c7-e42bf34cc257,45.5041771,0,0,0,72.80669,0,0,0,-1.00015008,1.582548857,0.003699461,0.992843568,-0.115013555,0.03193524
37,d08cb7ab-88b9-4f48-9880-5d3293cc5c12,45.25305,0,0,0,72.4048843,0,0,0,-1.00015008,1.586893678,0.004071397,0.9929741,-0.112689257,0.035875578
38,af0c0b17-f7d9-42ca-af55-260a9a4629b7,45.12913,0,0,0,72.20661,0,0,0,-1.00015008,1.586893678,0.00425199,0.993030846,-0.111527368,0.037859373
39,c3894c5d-ffeb-4645-bc38-9fafaa704a1c,45.12913,0,0,0,72.20661,0,0,0,-1.00015008,1.595536232,0.00425199,0.993030846,-0.111527368,0.037859373
40,2a6f1544-e92e-4d7d-ab70-b7b2413202d3,44.88466,0,0,0,71.81545,0,0,0,-1.00015008,1.599833131,0.004602293,0.9931271,-0.109204583,0.04185412
41,628bb30a-b9b3-42d4-81d4-c5a4204edf30,44.7640877,0,0,0,71.62254,0,0,0,-1.00015008,1.604113221,0.004771957,0.9931665,-0.108043849,0.043865033
42,c7c869e2-b3c1-4936-ab08-d3774daf58a8,44.64463,0,0,0,71.43141,0,0,0,-1.00015008,1.608375907,0.004937928,0.993199944,-0.106883675,0.04588493
43,0961e563-c828-436f-85d8-c4b28914ee68,44.5262947,0,0,0,71.24207,0,0,0,-1.00015008,1.608375907,0.005100185,0.9932274,-0.105724126,0.04791378
44,e4425f40-d169-4a3a-9ea3-b58b233760a5,44.5262947,0,0,0,71.24207,0,0,0,-1.00015008,1.616847038,0.005100185,0.9932274,-0.105724126,0.04791378
45,f26efbe6-e3f0-4148-b0ca-8aee2b73649b,44.29298,0,0,0,70.86877,0,0,0,-1.00015008,1.625242352,0.005413468,0.993264258,-0.103407331,0.05199828
46,6dfefd2b-957a-4212-8c61-d1a6df760cb7,44.0641479,0,0,0,70.50264,0,0,0,-1.00015008,1.629410028,0.005711635,0.9932765,-0.101094209,0.056118272
47,d1f44cb5-a464-44bd-a4a1-847a803f268f,43.9514236,0,0,0,70.32228,0,0,0,-1.00015008,1.629410028,0.005855002,0.9932732,-0.099939264,0.05819151
48,21ab9fba-319e-4e69-a48b-dfb1a1e71b2c,43.9514236,0,0,0,70.32228,0,0,0,-1.00015008,1.637683034,0.005855002,0.9932732,-0.099939264,0.05819151
49,2aab7798-be05-41a7-9b12-2bf5d4338921,43.7293663,0,0,0,69.96699,0,0,0,-1.00015008,1.641787052,0.006130204,0.9932477,-0.09763305,0.062364243
50,73b35a08-ada3-485a-a7ed-0c1309b260aa,43.62004,0,0,0,69.79207,0,0,0,-1.00015008,1.645868659,0.006262005,0.9932253,-0.09648197,0.064463675
51,239f550c-e0fd-47b2-b9cb-8a7b7906cd55,43.5118561,0,0,0,69.61897,0,0,0,-1.00015008,1.649927855,0.006389921,0.9931964,-0.09533241,0.06657177
52,878be9b9-a47d-46e4-908a-e769bae599b3,43.40479,0,0,0,69.44766,0,0,0,-1.00015008,1.649927855,0.006513931,0.993161,-0.09418441,0.06868846
53,145ed013-67c3-490a-a580-5b457cb55f0e,43.40479,0,0,0,69.44766,0,0,0,-1.00015008,1.661961913,0.006513931,0.993161,-0.09418441,0.06868846
54,85552d68-6f88-4909-973f-4eed8cd98feb,43.0904579,0,0,0,68.94473,0,0,0,-1.00015008,1.665924191,0.00686241,0.993015,-0.09075103,0.07508979
55,4a4f2ff2-bcf5-4cc9-9bb1-01b31ab4ae24,42.987957,0,0,0,68.78073,0,0,0,-1.00015008,1.669860482,0.006970676,0.9929528,-0.089610435,0.077240475
56,9dbde703-3032-4e8d-9d97-9c860d5707dc,42.88661,0,0,0,68.618576,0,0,0,-1.00015008,1.673770666,0.007074978,0.992883861,-0.088471934,0.07939954
57,5a0f291f-5881-4dc6-bf63-2b7cab2f3d1d,42.7864037,0,0,0,68.4582443,0,0,0,-1.00015008,1.677654028,0.007175306,0.992808044,-0.08733567,0.08156693
58,85da9824-76b4-4f06-9101-7b8bc91630cb,42.687355,0,0,0,68.29977,0,0,0,-1.00015008,1.68151021,0.007271652,0.9927253,-0.086201705,0.083742574
59,3c8ca1b8-d88e-4dbb-883a-5e33ee408a52,42.58944,0,0,0,68.1431046,0,0,0,-1.00015008,1.685337901,0.007364007,0.9926356,-0.08507017,0.08592643
60,cbac1ca0-9f1c-439b-95c3-853a84851d55,42.4927025,0,0,0,67.98833,0,0,0,-1.00015008,1.689137697,0.007452368,0.9925389,-0.08394117,0.088118434
61,3ba336f0-7352-46ec-a9de-23891b3c4949,42.3970947,0,0,0,67.83535,0,0,0,-1.00015008,1.692908645,0.007536728,0.992435157,-0.082814835,0.090318546
62,c67bf07c-9ffd-4adb-8190-6d1b5f60a91b,42.3026466,0,0,0,67.6842346,0,0,0,-1.00015008,1.700360417,0.007617083,0.992324233,-0.081691235,0.09252665
63,3ce56167-e1c0-40a2-94af-b443da477911,42.11723,0,0,0,67.3875656,0,0,0,-1.00015008,1.704040647,0.00776577,0.992080867,-0.07945276,0.09696671
64,f1c1931d-cd9c-44de-a6e0-67978cb01910,42.0262527,0,0,0,67.2420044,0,0,0,-1.00015008,1.707689762,0.007834101,0.9919483,-0.078338094,0.09919852
65,d3efc6d3-e870-4d97-8bb9-73272226d36a,41.9364357,0,0,0,67.0983,0,0,0,-1.00015008,1.707689762,0.007898423,0.9918084,-0.07722664,0.10143809
66,0ecc09ef-96fe-4044-9c35-9f9595687948,41.9364357,0,0,0,67.0983,0,0,0,-1.00015008,1.718443632,0.007898423,0.9918084,-0.07722664,0.10143809
67,11d46ba0-1bbd-4cf7-a326-ad2f5341cc39,41.67396,0,0,0,66.67834,0,0,0,-1.00015008,1.721961617,0.008067366,0.9913446,-0.07391263,0.108202606
68,de902e3d-3d00-4e57-b0d7-50a9c5a247d7,41.5888062,0,0,0,66.54209,0,0,0,-1.00015008,1.725446224,0.008115687,0.991175056,-0.07281513,0.110472456
69,1a54fe46-a63f-4b6a-8d85-6fd19215a81a,41.5048027,0,0,0,66.4076843,0,0,0,-1.00015008,1.728896379,0.008160024,0.99099797,-0.071721405,0.1127497
70,a48e15c8-8a53-4778-ac7c-fb7c9fdab3a6,41.4219666,0,0,0,66.27515,0,0,0,-1.00015008,1.732310891,0.008200387,0.9908133,-0.07063159,0.115034252
71,780e8598-ee2d-45a7-8e46-6fcd170dc1a3,41.34031,0,0,0,66.14449,0,0,0,-1.00015008,1.735689878,0.008236781,0.9906211,-0.06954577,0.117326021
72,614d2d12-01f5-4faf-91c5-190f50835090,41.25982,0,0,0,66.01571,0,0,0,-1.00015008,1.739032745,0.008269221,0.990421236,-0.0684641,0.119624913
73,cbbca706-0733-4fca-bac1-1df319772753,41.1804924,0,0,0,65.88879,0,0,0,-1.00015008,1.742338896,0.008297715,0.990213633,-0.06738666,0.121930838
74,0ad0cb07-6a08-49ba-a104-1c580df3c31a,41.10234,0,0,0,65.76375,0,0,0,-1.00015008,1.745607853,0.008322285,0.989998341,-0.0663136,0.124243751
75,f06c74bc-c10f-4f7c-99ed-eb54f49d48ba,41.0253563,0,0,0,65.64057,0,0,0,-1.00015008,1.748838663,0.008342939,0.9897753,-0.065245,0.1265635
76,9381ab9d-d30e-42a8-aeb3-edab5fdd801c,40.9495544,0,0,0,65.51929,0,0,0,-1.00015008,1.755185366,0.0083597,0.9895445,-0.06418104,0.128890052
77,bcf303f8-0e14-4781-9fa0-0f77626d5f12,40.8014526,0,0,0,65.2823257,0,0,0,-1.00015008,1.758299708,0.008381607,0.9890593,-0.06206736,0.133563071
78,7a867105-8f0c-4c2f-919a-a62cdb7fc3f8,40.72918,0,0,0,65.16669,0,0,0,-1.00015008,1.761374593,0.008386794,0.988804936,-0.06101791,0.135909334
79,3263de37-0ac1-4a24-a688-9e818c2a8119,40.658062,0,0,0,65.0529,0,0,0,-1.00015008,1.764408946,0.008388168,0.9885426,-0.059973534,0.138262019
80,58d21c2d-b061-476e-a259-e8cf12c6a15f,40.58813,0,0,0,64.94101,0,0,0,-1.00015008,1.767402887,0.00838575,0.9882723,-0.058934353,0.140620962
81,f246bd31-f625-4d17-aa50-c913f31a59e7,40.5193672,0,0,0,64.830986,0,0,0,-1.00015008,1.770354986,0.008379572,0.9879941,-0.057900507,0.142986119
82,ab519725-c09d-452e-9bc8-cd1e4c186fe0,40.45179,0,0,0,64.72286,0,0,0,-1.00015008,1.773265481,0.008369655,0.987707853,-0.05687209,0.145357326
83,c701427e-7649-4ee5-952d-5e67b84ed70b,40.38538,0,0,0,64.61661,0,0,0,-1.00015008,1.77613318,0.008356029,0.9874136,-0.05584922,0.1477345
84,19eb12f4-7f4b-458a-82d3-063fd7ad7abb,40.3201675,0,0,0,64.51227,0,0,0,-1.00015008,1.77895844,0.00833873,0.9871113,-0.054832052,0.150117576
85,dac02acd-5165-47a5-8243-1e5fa31c5497,40.2561226,0,0,0,64.4098,0,0,0,-1.00015008,1.78447926,0.008317781,0.9868009,-0.053820662,0.152506351
86,829a2f6a-2406-4d1e-ba8b-6c0d82b25731,40.1315575,0,0,0,64.210495,0,0,0,-1.00015008,1.78717339,0.008265083,0.9861558,-0.051815767,0.157300755
87,a1711243-0866-4101-acd9-031a225b75c1,40.07105,0,0,0,64.11368,0,0,0,-1.00015008,1.78717339,0.008233404,0.9858211,-0.050822493,0.159706146
88,99d32890-9ba2-420f-8f3b-5b9382a3ef17,40.07105,0,0,0,64.11368,0,0,0,-1.00015008,1.792427778,0.008233404,0.9858211,-0.050822493,0.159706146
89,6ce29081-fb5a-44a9-8a78-f4b10b699a6d,39.9535637,0,0,0,63.925705,0,0,0,-1.00015008,1.794986725,0.008159572,0.9851272,-0.048854847,0.164532661
90,7e8560e7-aec1-46be-83c1-5db9b93cdefc,39.8966,0,0,0,63.83456,0,0,0,-1.00015008,1.799967289,0.008117502,0.984768033,-0.047880717,0.166953549
91,c9edf424-57c1-4d3a-9a9c-4ea50e4d82a0,39.7861862,0,0,0,63.6579,0,0,0,-1.00015008,1.799967289,0.008023262,0.984025061,-0.045952443,0.171810031
92,dcbe3387-5c5f-4263-8fd5-a2c76ed0910f,39.7861862,0,0,0,63.6579,0,0,0,-1.00015008,1.802387238,0.008023262,0.984025061,-0.045952443,0.171810031
93,8863037d-0ae8-4f9e-bf50-937129d3cbbf,39.7327576,0,0,0,63.5724144,0,0,0,-1.00015008,1.809363842,0.007971182,0.9836413,-0.044998527,0.174245358
94,8f08dc1c-0332-47b3-905e-f7f66849d7be,39.57953,0,0,0,63.3272476,0,0,0,-1.00015008,1.811593771,0.007795671,0.98244065,-0.042178992,0.181578159
95,574976cc-0a6b-4be8-b59f-448f2f537629,39.5308,0,0,0,63.2492828,0,0,0,-1.00015008,1.811593771,0.007730912,0.982023954,-0.0412536,0.184031
96,eda42d5b-7040-4abd-a9c0-841b5eab1951,39.5308,0,0,0,63.2492828,0,0,0,-1.00015008,1.81590724,0.007730912,0.982023954,-0.0412536,0.184031
97,e3cf4d72-b7c7-4bfa-aafb-9e2440161150,39.436882,0,0,0,63.09901,0,0,0,-1.00015008,1.817990184,0.007592324,0.9811659,-0.039425176,0.188948557
98,78dbc119-1cbe-4b80-9faa-64373c079cf9,39.3916931,0,0,0,63.02671,0,0,0,-1.00015008,1.82002306,0.007518603,0.9807245,-0.038522344,0.19141303
99,f6f164f1-4643-4378-b792-9585bc0738cd,39.3476868,0,0,0,62.9563026,0,0,0,-1.00015008,1.822006345,0.007442013,0.9802749,-0.037627265,0.193881214
100,5fb870ac-663e-4ffa-aea0-d6669460d3db,39.30485,0,0,0,62.887764,0,0,0,-1.00015008,1.823939443,0.007362607,0.979817152,-0.03674003,0.196352869
101,26a25bb0-a238-4c53-9474-5f16f214987d,39.2631874,0,0,0,62.8211021,0,0,0,-1.00015008,1.827653885,0.007280444,0.9793511,-0.035860725,0.198827833
102,93bdad7d-4c1f-492e-ab07-6300eb2bb46d,39.1833763,0,0,0,62.6934052,0,0,0,-1.00015008,1.829434872,0.007108106,0.9783944,-0.034126412,0.203787357
103,b0081a62-57bc-41a9-b63b-6cf74a97ee94,39.14522,0,0,0,62.6323547,0,0,0,-1.00015008,1.831163764,0.007018056,0.9779038,-0.03327159,0.2062716
104,cadddab9-08ba-487d-b4f7-cd46af8d266a,39.10826,0,0,0,62.57322,0,0,0,-1.00015008,1.834467411,0.00692551,0.977405,-0.03242514,0.208758652
105,d6b39a50-d522-4a21-bf66-3ea9f933802f,39.03782,0,0,0,62.46051,0,0,0,-1.00015008,1.836040854,0.00673318,0.9763829,-0.030757682,0.213740513
106,ebfdb8c8-62ff-44e0-a972-f96f4aa1dca7,39.00436,0,0,0,62.4069748,0,0,0,-1.00015008,1.837561846,0.006633541,0.975859761,-0.029936891,0.216235071
107,4eacd1b5-faf1-46b0-9193-54dfb8dd5a8a,38.97207,0,0,0,62.35531,0,0,0,-1.00015008,1.839031219,0.006531677,0.975328445,-0.029124843,0.21873185
108,411b1d30-3c11-4591-a587-3bf292769254,38.94092,0,0,0,62.3054733,0,0,0,-1.00015008,1.840447664,0.006427659,0.974789,-0.028321624,0.221230671
109,e1cd3438-033c-4f3f-8768-69e24ea5df4a,38.91095,0,0,0,62.2575226,0,0,0,-1.00015008,1.841810703,0.006321565,0.974241555,-0.027527345,0.223731384
110,9acf7112-09e7-4b45-aceb-ee9fdfd832b7,38.8821449,0,0,0,62.2114334,0,0,0,-1.00015008,1.843121052,0.006213469,0.973686039,-0.026742084,0.226233944
111,b2a12061-02b9-49cb-8b34-10eba1e5fccd,38.8545,0,0,0,62.167202,0,0,0,-1.00015008,1.845581174,0.006103441,0.9731225,-0.025965925,0.228738084
112,9c0e5c0b-fe92-4450-bb8e-e5e72c3658fb,38.8026962,0,0,0,62.0843124,0,0,0,-1.00015008,1.846731186,0.005877913,0.9719716,-0.02444128,0.233750641
113,14a924e5-8282-414e-a4fe-7f41f75d0bef,38.77853,0,0,0,62.0456467,0,0,0,-1.00015008,1.847827673,0.005762566,0.9713842,-0.023692945,0.236258775
114,36f0a5f0-3ede-464c-90ec-6e9670aecc58,38.7555161,0,0,0,62.0088272,0,0,0,-1.00015008,1.849858403,0.005645605,0.970788956,-0.022954058,0.238767833
115,72f28df8-f455-4a91-8ab2-92389e5b04f1,38.7129631,0,0,0,61.9407425,0,0,0,-1.00015008,1.850793242,0.005407161,0.9695749,-0.021504898,0.24378854
116,9873e8cf-3f1a-43ea-98f6-c093bc4d600f,38.6934052,0,0,0,61.9094467,0,0,0,-1.00015008,1.850793242,0.00528584,0.9689562,-0.020794772,0.246299788
117,780d7daa-b0fa-4e0d-b968-028b05bb1bf4,38.6934052,0,0,0,61.9094467,0,0,0,-1.00015008,1.852500558,0.00528584,0.9689562,-0.020794772,0.246299788
118,9dd5d3e6-2474-4eff-baff-7660466bc4e8,38.65774,0,0,0,61.8523865,0,0,0,-1.00015008,1.853272796,0.005039432,0.9676956,-0.01940383,0.251323372
119,656bdf8b-c057-4c67-8605-0d27b7d41ea4,38.6416321,0,0,0,61.82661,0,0,0,-1.00015008,1.854654908,0.004914508,0.9670538,-0.018723134,0.25383538
120,e35e1a32-a4f0-4ffe-9187-927e71375de2,38.6128273,0,0,0,61.7805252,0,0,0,-1.00015008,1.854654908,0.004661661,0.9657473,-0.01739165,0.258859038
121,cd89df1b-a75f-4c15-b25a-f407c014d539,38.6128273,0,0,0,61.7805252,0,0,0,-1.00015008,1.85582006,0.004661661,0.9657473,-0.01739165,0.258859038
122,80b1c432-c1ca-48f5-b78c-1d630b9754c0,38.58858,0,0,0,61.74173,0,0,0,-1.00015008,1.856321692,0.00440539,0.9644108,-0.016100442,0.2638813
123,3ee6fa67-97d1-4dd7-a86a-e7df262af1c3,38.57815,0,0,0,61.7250443,0,0,0,-1.00015008,1.856768608,0.004276192,0.9637313,-0.015470089,0.266391456
124,a2054c52-4e0f-4905-abce-5e866f7b1466,38.5688667,0,0,0,61.710186,0,0,0,-1.00015008,1.857161283,0.004146401,0.963044465,-0.014849966,0.268900841
125,adee7aeb-e49e-4f59-bec9-9e0df447e5a4,38.5607071,0,0,0,61.6971321,0,0,0,-1.00015008,1.857500076,0.004016114,0.9623503,-0.014240155,0.271409243
126,5b751b2a-96cc-4e74-9eb9-114a2768971a,38.55367,0,0,0,61.68587,0,0,0,-1.00015008,1.85778439,0.003885417,0.9616489,-0.013640679,0.273916483
127,91f09e62-a081-437d-bee0-ccf744dd6e9c,38.5477638,0,0,0,61.6764259,0,0,0,-1.00015008,1.858014941,0.003754397,0.9609403,-0.013051587,0.276422441
128,7d423258-bfd0-4847-853a-a0096f297cad,38.542984,0,0,0,61.6687737,0,0,0,-1.00015008,1.858191371,0.003623154,0.9602245,-0.01247295,0.278927
129,214d9759-5132-4fd8-96cc-c0b4055a45cc,38.53933,0,0,0,61.6629257,0,0,0,-1.00015008,1.858314395,0.003491773,0.9595016,-0.011904781,0.2814299
130,deafe657-64b2-446a-84a6-9920460b44da,38.5367775,0,0,0,61.6588478,0,0,0,-1.00015008,1.858398676,0.003360345,0.9587717,-0.011347132,0.2839311
131,6e5693cf-d667-405c-b464-80009d1c9ce9,38.53503,0,0,0,61.6560478,0,0,0,-1.00015008,1.858360648,0.003097729,0.957290947,-0.010263568,0.2889276
132,a700b586-cd88-4250-86a2-5045ea57cf54,38.53582,0,0,0,61.65731,0,0,0,-1.00015008,1.858269334,0.002966721,0.9565402,-0.009737704,0.2914227
133,b6a4b5c9-ad2a-4b4b-ac01-9fff34358efd,38.5377121,0,0,0,61.6603432,0,0,0,-1.00015008,1.858124375,0.002836041,0.9557828,-0.009222516,0.293915361
134,2f277f75-40b4-4c66-a5a9-5a8b3e544c2a,38.54071,0,0,0,61.66514,0,0,0,-1.00015008,1.857926488,0.002705776,0.9550186,-0.00871801,0.296405524
135,8e92bc6c-03bb-4b13-ba42-5dca2f045ae7,38.5448227,0,0,0,61.6717148,0,0,0,-1.00015008,1.857675672,0.00257602,0.9542477,-0.008224216,0.298893154
136,20a2f271-1da3-42b3-8f46-727c287fcce3,38.5500259,0,0,0,61.6800423,0,0,0,-1.00015008,1.857016563,0.002446871,0.9534703,-0.007741175,0.301377833
137,f2051cf5-1b93-46d3-97c2-1b096eca749d,38.5637131,0,0,0,61.7019424,0,0,0,-1.00015008,1.85660851,0.002190745,0.951895833,-0.006807378,0.30633834
138,70ff03e4-fb6c-48d5-8bf3-e6f6a9d5a900,38.5721931,0,0,0,61.7155075,0,0,0,-1.00015008,1.85660851,0.002063961,0.951099038,-0.00635668,0.30881384
139,b0770c01-e685-4f04-af4f-8c4d16158400,38.5721931,0,0,0,61.7155075,0,0,0,-1.00015008,1.856147647,0.002063961,0.951099038,-0.00635668,0.30881384
140,1020036d-d7b4-423c-84af-09a7a9871a1c,38.581768,0,0,0,61.7308273,0,0,0,-1.00015008,1.85563612,0.001938147,0.9502959,-0.00591679,0.311286032
141,8c5e2dce-bd06-4f28-92b8-578e218d7e8f,38.5924034,0,0,0,61.7478447,0,0,0,-1.00015008,1.854457021,0.001813397,0.949486554,-0.005487715,0.3137546
142,ddaf00e1-015f-456f-95ee-ccb8f4e30497,38.6169472,0,0,0,61.787117,0,0,0,-1.00015008,1.853790879,0.001567465,0.9478494,-0.004662098,0.318680674
143,a8509c19-27fb-4244-a4a4-289735a89f17,38.63083,0,0,0,61.80933,0,0,0,-1.00015008,1.853790879,0.001446459,0.9470218,-0.004265547,0.3211378
144,b03fb4a7-e6e1-4e12-a720-ce0ad579471e,38.63083,0,0,0,61.80933,0,0,0,-1.00015008,1.853073716,0.001446459,0.9470218,-0.004265547,0.3211378
145,b6c32f17-af1e-4922-b479-472ed144eb31,38.64578,0,0,0,61.83325,0,0,0,-1.00015008,1.852305532,0.001326889,0.9461882,-0.003879857,0.323590845
146,5f01b7e8-1bd6-4f24-91c6-53338ed2a7e3,38.661808,0,0,0,61.8588943,0,0,0,-1.00015008,1.850619078,0.001208837,0.9453488,-0.003505012,0.326039761
147,0395ab9a-3305-4778-9b7e-6a890aa0b3e7,38.6970444,0,0,0,61.91527,0,0,0,-1.00015008,1.849701047,0.000977657,0.943652749,-0.002787854,0.330924273
148,3f217377-7665-4816-9e66-710bbd2f3a55,38.71625,0,0,0,61.946003,0,0,0,-1.00015008,1.848733783,0.000864706,0.94279623,-0.002445531,0.333359569
149,c24f1098-ebf5-4fd2-a276-c618db6903e1,38.736515,0,0,0,61.9784279,0,0,0,-1.00015008,1.847718,0.00075363,0.941934168,-0.002114027,0.335790217
150,7f510aac-acaa-459f-8ddc-d8cfe2a898dc,38.7578163,0,0,0,62.01251,0,0,0,-1.00015008,1.846652031,0.000644524,0.941066563,-0.001793351,0.338216
151,41a517ee-0a81-4aed-86bd-eba09f3bf46e,38.7801933,0,0,0,62.04831,0,0,0,-1.00015008,1.844376326,0.000537468,0.9401937,-0.001483469,0.340636671
